userid,board_size,condition,board_type,solved_correct,validated_correct,timeSolution,timeValidation,actionsSolution,actionsValidation,timestamp
89d2eea6,10,pruned,easy,TRUE,FALSE,77703,108398,8,5,1.56218E+12
c4f2ef6f,10,pruned,easy,FALSE,FALSE,113242,39665,8,0,1.56218E+12
22b2f18d,10,full,easy,FALSE,FALSE,158926,25983,10,0,1.56218E+12
1ee2f27e,10,pruned,hard,FALSE,FALSE,109957,13400,12,0,1.56218E+12
f6f2f1d1,10,full,hard,FALSE,FALSE,561992,17890,42,0,1.56218E+12
30f2f747,10,pruned,hard,FALSE,FALSE,125465,27038,21,0,1.56218E+12
80a2f7f4,6,pruned,easy,FALSE,FALSE,91209,42866,52,0,1.56218E+12
cda2f561,6,full,easy,FALSE,FALSE,79488,40266,17,0,1.56218E+12
adc2f895,10,full,hard,TRUE,TRUE,274083,66260,39,9,1.56218E+12
a5d2fa66,10,pruned,hard,TRUE,TRUE,107781,76153,15,6,1.56218E+12
15f2fc36,10,pruned,medium,FALSE,FALSE,44612,27995,7,0,1.56218E+12
5ac2feee,10,pruned,medium,TRUE,TRUE,88161,32677,15,3,1.56218E+12
13d3015e,10,full,easy,FALSE,FALSE,152662,72125,15,0,1.56218E+12
d9a3047f,10,pruned,medium,TRUE,TRUE,45900,27732,9,3,1.56218E+12
b7d3060c,10,pruned,medium,TRUE,FALSE,46412,43655,2,2,1.56218E+12
4ab308f9,6,pruned,easy,TRUE,TRUE,86695,13033,6,3,1.56218E+12
2fd310c0,6,full,easy,TRUE,TRUE,133465,28683,17,5,1.56219E+12
c8b32c21,10,full,easy,TRUE,TRUE,232046,79273,28,8,1.56219E+12
d4f331ad,10,full,medium,FALSE,FALSE,422377,65453,43,0,1.5622E+12
