,blocking,blocking_blind,board,density,heuristic,userid
37,-0.671880809707,-0.63313817792,6_hard_full,-2.88958227096,blocking_blind,5dd4c056
38,-2.18894945462,-2.29124451051,6_hard_full,-2.86043799038,blocking,5edbbf73
39,-1.56048438509,-1.47451288717,6_hard_full,-2.78501124224,blocking_blind,5fd6115c
40,-3.93243881774,-1.9406498823,6_hard_full,-2.41217777345,blocking_blind,63c4bfcb
41,-1.60184023703,-1.49354600888,6_hard_full,-2.7297203661,blocking_blind,63e5efe1
42,-1.78252885902,-1.68469717067,6_hard_full,-3.29411521841,blocking_blind,64f61543
43,-3.05508092653,-2.71727747155,6_hard_full,-3.41703190423,blocking_blind,67eac875
44,-2.14380397706,-1.75225540491,6_hard_full,-2.59440617021,blocking_blind,68d5e249
45,-1.75258211308,-2.23357053195,6_hard_full,-2.87342445641,blocking,69bad0fe
46,-2.30028298488,-2.23526039613,6_hard_full,-2.812470899,blocking_blind,6bf51f66
47,-2.40723781543,-2.56585750968,6_hard_full,-2.99930971326,blocking,6ee61190
48,-1.88444997196,-1.74519204496,6_hard_full,-2.75441948263,blocking_blind,70da8cfb
49,-2.41976097323,-2.5812586172,6_hard_full,-3.59872617458,blocking,72f4c145
50,-3.45789259583,-3.62056332631,6_hard_full,-3.19455516733,density,74b60b9f
51,-2.06026053548,-1.47568696553,6_hard_full,-2.80167604095,blocking_blind,76e60f84
52,-0.888244918687,-0.853759049062,6_hard_full,-2.55119630782,blocking_blind,78f60c95
53,-2.14374340133,-2.94812239081,6_hard_full,-2.62474539077,blocking,7bf4bf38
54,-1.82969207017,-1.8092401617,6_hard_full,-2.75618008944,blocking_blind,84a4bf3c
55,-1.83239190015,-2.08028712198,6_hard_full,-2.80103999536,blocking,87b50908
56,-3.40342643558,-3.35224619908,6_hard_full,-3.80858746145,blocking_blind,87f4bf56
57,-2.17407542475,-2.198610727,6_hard_full,-2.34337224192,blocking,87f610ee
58,-1.9445250008,-1.84963088853,6_hard_full,-2.75984952706,blocking_blind,89d60ba4
59,-2.31471735834,-1.97053112452,6_hard_full,-3.1339282274,blocking_blind,8ac4c37c
60,-1.64390606479,-1.5966616294,6_hard_full,-2.49340091215,blocking_blind,8ea4bf56
61,-1.82674356251,-1.7712628604,6_hard_full,-2.97910031392,blocking_blind,8fc76287
62,-4.06220789776,-3.68929343017,6_hard_full,-3.01442662834,density,8fcbec83
63,-2.28134887707,-2.85068423911,6_hard_full,-3.25150935427,blocking,90c60de8
64,-4.46324589598,-2.56900554565,6_hard_full,-2.77621210575,blocking_blind,91a61ead
65,-1.74834078087,-1.64468364908,6_hard_full,-2.70541546536,blocking_blind,91cfd7fb
66,-2.52548809004,-2.62819506241,6_hard_full,-3.04614559361,blocking,92b722f3
67,-2.19570243938,-2.03434016726,6_hard_full,-2.95222688293,blocking_blind,94d6ef33
68,-2.69286327308,-2.87349201114,6_hard_full,-3.37788703458,blocking,94e4c554
69,-3.75647865851,-2.79014933875,6_hard_full,-3.51477902193,blocking_blind,98c4bf54
70,-2.93499596653,-2.89145635024,6_hard_full,-2.48736221188,density,9adbc2df
71,-3.13241866375,-3.71009897329,6_hard_full,-3.08434230928,density,9dc50a3d
72,-2.31822387053,-1.77860687806,6_hard_full,-2.57006311388,blocking_blind,9df60bf8
73,-3.73803434007,-3.68102522526,6_hard_full,-1.84196834272,density,a2f6ba1d
74,-2.5515166459,-1.73047302267,6_hard_full,-2.87310152669,blocking_blind,a3d4c3b2
75,-2.93642809234,-2.71488308603,6_hard_full,-2.74962088946,blocking_blind,a3d5dfda
76,-2.82269879519,-3.28713340507,6_hard_full,-2.84929846136,blocking,a4c60d7a
77,-1.82621528198,-1.77654250944,6_hard_full,-2.88020478465,blocking_blind,a6f610e1
78,-4.08344514329,-3.80110415563,6_hard_full,-2.98767336741,density,acd61c3d
79,-2.5541350948,-2.22971776107,6_hard_full,-3.0280683396,blocking_blind,ada4c06f
80,-2.98544891608,-2.23457865033,6_hard_full,-3.16007957985,blocking_blind,b0d518a1
81,-2.24205427124,-2.38665617146,6_hard_full,-2.78559714322,blocking,b2d60bc9
82,-1.76918662716,-2.28230833764,6_hard_full,-3.18343857387,blocking,b7a4fe27
83,-2.23705250529,-1.67816730705,6_hard_full,-2.08838958304,blocking_blind,b8e4bf48
84,-1.15137042421,-1.24052495474,6_hard_full,-2.38551809776,blocking,bae515f2
85,-1.56048438509,-1.47451288717,6_hard_full,-2.78501124224,blocking_blind,bca5dc5e
86,-3.02830031792,-2.77907093391,6_hard_full,-3.40319480011,blocking_blind,bcdfd2df
87,-1.8467957275,-1.82356995478,6_hard_full,-2.90955574038,blocking_blind,bed50a1d
88,-2.15436006407,-1.83464270389,6_hard_full,-2.6608557725,blocking_blind,bfa60c8b
89,-1.97252122122,-2.0674409146,6_hard_full,-2.93818808151,blocking,bfe4c87d
90,-1.53533712088,-2.06060904567,6_hard_full,-2.64653195557,blocking,c0f60e45
91,-2.66365558316,-2.62093660367,6_hard_full,-2.78501124224,blocking_blind,c5e4c4a5
92,-5.21425101672,-4.3752364403,6_hard_full,-3.38015034399,density,c6b4c141
93,-3.52481383675,-2.73994427239,6_hard_full,-3.015469877,blocking_blind,c6b60d63
94,-2.18540663556,-2.79879749284,6_hard_full,-3.06542779697,blocking,c7a61295
95,-3.32032143591,-1.99372969232,6_hard_full,-2.85776254748,blocking_blind,c7a67aab
96,-2.86192702832,-2.57543962449,6_hard_full,-2.93807466515,blocking_blind,c8a4fa50
97,-1.93528104896,-2.76288917724,6_hard_full,-2.82196165896,blocking,c8f4c13d
98,-1.86622243176,-1.82021698011,6_hard_full,-2.81266813549,blocking_blind,cab61023
99,-2.58091263989,-2.10694181888,6_hard_full,-2.83073150785,blocking_blind,cceac8ca
100,-2.63201022651,-2.20233470873,6_hard_full,-2.74359224801,blocking_blind,cee4bfa4
101,-2.99272605415,-2.90859523499,6_hard_full,-3.50173070519,blocking_blind,cfc5dcb3
102,-0.910927858674,-0.853632648796,6_hard_full,-2.78655207551,blocking_blind,d2a60bac
103,-5.23954097472,-3.87721296678,6_hard_full,-3.99737725352,blocking_blind,d8f6387b
104,-2.73254316846,-1.99897878122,6_hard_full,-2.76570369514,blocking_blind,dbe71b15
105,-2.71025009978,-1.71435496607,6_hard_full,-2.47573453549,blocking_blind,dcc4f10e
106,-2.00320219542,-2.11752719715,6_hard_full,-2.58445746002,blocking,dfcbf407
107,-2.42043887837,-2.49500252014,6_hard_full,-2.63266336395,blocking,dfe6bee3
108,-1.04711554331,-1.0190306548,6_hard_full,-2.82826896125,blocking_blind,e0d4bfdf
109,-2.33838665424,-2.23932961332,6_hard_full,-2.44853900562,blocking_blind,e9c4c917
110,-3.27061516224,-3.09389337932,6_hard_full,-3.80599361941,blocking_blind,ead61455
111,-2.12650075178,-2.08684591441,6_hard_full,-2.88868895357,blocking_blind,ebc61801
112,-2.6407039688,-2.29808969854,6_hard_full,-2.91146802572,blocking_blind,eec7360c
113,-3.23678930731,-3.32631237965,6_hard_full,-3.53700481869,blocking,efebc5bb
114,-3.81407779348,-2.34829084135,6_hard_full,-2.8830383877,blocking_blind,eff4bf48
115,-1.30058710824,-1.32125700701,6_hard_full,-2.82197166772,blocking,f1e613a1
116,-2.18184014284,-2.23932961332,6_hard_full,-2.60268968544,blocking,f1ebd0b7
117,-1.93277384614,-2.01392168904,6_hard_full,-2.92412345349,blocking,f2f60bd9
118,-2.47833669937,-3.04469769608,6_hard_full,-2.75673806697,blocking,f3dbeb7e
119,-2.27642905632,-2.82553808911,6_hard_full,-2.77084630302,blocking,f4a6108e
120,-3.24729998452,-3.50502689017,6_hard_full,-3.46689230569,blocking,f6fbf6b1
121,-3.66981726816,-2.32732465046,6_hard_full,-3.08115452157,blocking_blind,f7b4bfae
122,-3.85985111917,-4.69270361917,6_hard_full,-3.83091072736,density,f8d60bcb
123,-3.6209570266,-3.17564936492,6_hard_full,-3.02753768247,density,fac10d6e
124,-3.83444894983,-4.04138661972,6_hard_full,-3.89013461989,blocking,fac6126a
125,-1.81669195056,-1.91635227035,6_hard_full,-2.89119510503,blocking,fde4bf4b
126,-2.61676133897,-2.78217720982,6_hard_full,-2.31500761299,density,ffa4c00b
127,-2.93386292529,-3.06202001106,6_hard_full,-3.23030154814,blocking,fff4bf68
128,-4.60196277582,-1.70375085338,6_hard_pruned,-2.41797445562,blocking_blind,11a64b43
129,-2.05724873794,-2.00417209454,6_hard_pruned,-2.25092436278,blocking_blind,11a64d17
130,-2.00923047831,-2.13764697471,6_hard_pruned,-2.94482942658,blocking,11e652f7
131,-1.0855454751,-1.73537461939,6_hard_pruned,-2.50231457414,blocking,14d64999
132,-1.24797067476,-1.64191522334,6_hard_pruned,-2.94738253509,blocking,16d516ad
133,-1.35534697513,-1.29661831962,6_hard_pruned,-2.95017490404,blocking_blind,1dac01e7
134,-2.95834887624,-2.39432942765,6_hard_pruned,-3.04681655553,blocking_blind,25b4e27c
135,-2.05118022183,-1.93365325933,6_hard_pruned,-2.5802667521,blocking_blind,25cfdeaf
136,-2.04843147029,-1.61538514397,6_hard_pruned,-1.95621020642,blocking_blind,28e6483c
137,-2.86243451154,-2.27494901295,6_hard_pruned,-3.09795697114,blocking_blind,2ab4ecbb
138,-2.32205431358,-2.3294665015,6_hard_pruned,-2.84966747681,blocking,2afbbf79
139,-3.076305803,-1.91157934972,6_hard_pruned,-2.59829111085,blocking_blind,2ca66220
140,-2.08693838457,-1.61581443465,6_hard_pruned,-2.87293630093,blocking_blind,2cb650ed
141,-2.58504843797,-2.48981447608,6_hard_pruned,-2.47552030648,density,2fa647f5
142,-2.04770554159,-1.77441197598,6_hard_pruned,-2.64053199194,blocking_blind,2ff50f64
143,-2.90239474408,-2.87453523179,6_hard_pruned,-3.12765971269,blocking_blind,30c4e230
144,-3.89226036492,-2.8751880607,6_hard_pruned,-2.93547765245,blocking_blind,30e4feac
145,-2.58165281368,-2.11508285836,6_hard_pruned,-1.92716689445,density,33e649bd
146,-0.628536256572,-0.591490871654,6_hard_pruned,-2.72931509306,blocking_blind,3ad4e7d3
147,-2.05883694247,-2.02796578837,6_hard_pruned,-2.69821694767,blocking_blind,3ef64929
148,-1.51750743221,-1.41204639649,6_hard_pruned,-2.57768838324,blocking_blind,3fa64b7b
149,-2.34130013718,-1.92241335798,6_hard_pruned,-1.93751221769,blocking_blind,40e4e2b8
150,-2.74046441734,-2.77351260644,6_hard_pruned,-2.90470652645,blocking,43e64821
151,-2.32291824247,-1.69656550123,6_hard_pruned,-2.21662241055,blocking_blind,44a65230
152,-1.62412291223,-1.77107203869,6_hard_pruned,-2.19242808032,blocking,45b64f9c
153,-2.06099652371,-1.63481642857,6_hard_pruned,-1.91974589506,blocking_blind,49c72e9b
154,-2.46088213033,-3.29873741135,6_hard_pruned,-2.62342455873,blocking,4bca7fc9
155,-2.27405033953,-2.17686312264,6_hard_pruned,-2.42353770341,blocking_blind,4ca649a6
156,-2.35108289808,-2.72755057838,6_hard_pruned,-2.8619096667,blocking,4ca65156
157,-2.7128490332,-1.81982709577,6_hard_pruned,-2.57594387082,blocking_blind,4cb651bd
158,-2.27446673408,-1.82984312582,6_hard_pruned,-2.75358729051,blocking_blind,4ed4e40b
159,-2.10944880168,-2.03531700564,6_hard_pruned,-2.86576372436,blocking_blind,4ee64c2a
160,-1.93325587391,-2.70020125999,6_hard_pruned,-2.59926792006,blocking,51a4e32d
161,-3.39139071749,-2.80005518181,6_hard_pruned,-3.12110823004,blocking_blind,53a654e5
162,-3.03182783091,-2.7758037047,6_hard_pruned,-2.72993878371,density,53d65632
163,-2.33513452492,-2.61690919779,6_hard_pruned,-2.97631589581,blocking,59d4e268
164,-2.52664055229,-2.47553769871,6_hard_pruned,-2.52451299768,blocking_blind,5adff9a5
165,-1.58889168892,-1.71804138419,6_hard_pruned,-2.44921327439,blocking,5dbfe29c
166,-0.798033430496,-0.763897742721,6_hard_pruned,-2.50223681702,blocking_blind,5dd4e3a2
167,-3.35789600487,-3.68595288413,6_hard_pruned,-2.86200282508,density,5fa651bb
168,-3.08483950616,-2.81647128437,6_hard_pruned,-3.19492171769,blocking_blind,61e65cc1
169,-4.1182860545,-3.07157851686,6_hard_pruned,-3.65583403464,blocking_blind,65afea1f
170,-1.07202351584,-1.03883566438,6_hard_pruned,-2.12377302362,blocking_blind,65e519cb
171,-3.06940197968,-2.48753550571,6_hard_pruned,-3.02711798287,blocking_blind,65f4e348
172,-2.95860584071,-2.72435914098,6_hard_pruned,-3.46461307203,blocking_blind,67f4ea8a
173,-3.56714464972,-2.15188146143,6_hard_pruned,-2.52719735706,blocking_blind,67f64a50
174,-2.6895309973,-2.01205137917,6_hard_pruned,-2.67148328046,blocking_blind,68c659b8
175,-0.919102840441,-0.887045507769,6_hard_pruned,-2.34003804842,blocking_blind,6bb10472
176,-2.60761414588,-3.49282529852,6_hard_pruned,-3.12986941119,blocking,6bb4e746
177,-2.39773808767,-2.19460370804,6_hard_pruned,-2.72104770674,blocking_blind,6dd103e2
178,-3.00646035626,-2.47498968205,6_hard_pruned,-3.07961383241,blocking_blind,6de4e267
179,-1.51750743221,-1.41204639649,6_hard_pruned,-2.57768838324,blocking_blind,74e11ee8
180,-4.35868121358,-3.72130210938,6_hard_pruned,-3.06866640093,density,7da4f147
181,-1.67267289032,-1.78713939263,6_hard_pruned,-2.48018810467,blocking,7dd704e0
182,-2.94749949195,-3.18796617884,6_hard_pruned,-3.0219884927,blocking,7df4e828
183,-0.908167577479,-0.871093826183,6_hard_pruned,-2.34003804842,blocking_blind,80f4e933
184,-1.02159585031,-1.16094081873,6_hard_pruned,-2.4022736293,blocking,81c11c9f
185,-3.1123654609,-2.39837664021,6_hard_pruned,-3.00061411173,blocking_blind,82a4e284
186,-2.68125618068,-2.07706425493,6_hard_pruned,-2.38334306613,blocking_blind,83c64bf9
187,-2.53929214453,-2.34532014752,6_hard_pruned,-2.72451033474,blocking_blind,84f4e263
188,-1.74136000498,-1.79618406999,6_hard_pruned,-2.7288861588,blocking,85b4e5c4
189,-2.2376268227,-1.62972188647,6_hard_pruned,-2.4514425547,blocking_blind,92a74a76
190,-2.43668480399,-2.36766661782,6_hard_pruned,-2.59177382172,blocking_blind,95a648a3
191,-1.62600302701,-1.89113459736,6_hard_pruned,-2.57758944114,blocking,9be4eb1b
192,-4.75996848706,-2.7068729668,6_hard_pruned,-3.42800102212,blocking_blind,9dd66bae
193,-2.75719274321,-3.00459790611,6_hard_pruned,-2.688955743,density,a0d659c9
194,-3.26764613706,-3.11749147632,6_hard_pruned,-3.19042552812,blocking_blind,a0f4f1bf
195,-2.64909338545,-2.08431788786,6_hard_pruned,-2.54251479683,blocking_blind,a1e4e2c3
196,-2.13924220612,-1.7924688435,6_hard_pruned,-2.70271658489,blocking_blind,a2ebe618
197,-3.28080941316,-2.71345010993,6_hard_pruned,-1.84089639023,density,a3b4e28e
198,-3.79013377093,-3.72182955385,6_hard_pruned,-1.84144077338,density,a5a65415
199,-2.11494852357,-2.31015563715,6_hard_pruned,-2.74270985013,blocking,aafbd6ab
200,-2.95611926305,-2.58355070724,6_hard_pruned,-2.95210908384,blocking_blind,aed647d3
201,-1.60598520507,-2.10305601461,6_hard_pruned,-2.37984494007,blocking,b0e1157c
202,-3.7806589718,-3.44726458305,6_hard_pruned,-3.31020054933,density,b2b4e2c1
203,-1.7821124791,-2.27335704598,6_hard_pruned,-2.62581690982,blocking,b2e4e98a
204,-2.08297355711,-1.3979832183,6_hard_pruned,-2.57518960756,blocking_blind,b8f4e433
205,-1.3023215387,-2.13168355061,6_hard_pruned,-2.70569463847,blocking,b9e512db
206,-3.3330372423,-3.38707605709,6_hard_pruned,-3.69724716987,blocking,bad4f1b5
207,-2.90741449927,-3.2860033151,6_hard_pruned,-3.56204551816,blocking,bae4ffc0
208,-1.99986697755,-2.09888362969,6_hard_pruned,-2.73051292392,blocking,bdf4e34a
209,-3.33056798756,-1.59551682568,6_hard_pruned,-2.33645634096,blocking_blind,bff4e70e
210,-3.81684191867,-3.70412132294,6_hard_pruned,-2.76000994003,density,c7a6593f
211,-2.14801685048,-1.52281437802,6_hard_pruned,-1.98598076173,blocking_blind,c7c4e29b
212,-2.44320556096,-1.83142936456,6_hard_pruned,-2.60381304089,blocking_blind,c7fffe38
213,-2.87347223009,-2.55198803999,6_hard_pruned,-2.60541369513,blocking_blind,c9f64da2
214,-0.791654527101,-0.754592595129,6_hard_pruned,-2.50223681702,blocking_blind,ccc4e27e
215,-2.23995808539,-2.17686312264,6_hard_pruned,-2.42353770341,blocking_blind,cdf65098
216,-3.13885190117,-2.94258216625,6_hard_pruned,-2.71153170589,density,ceb50693
217,-1.92294675596,-1.83413092172,6_hard_pruned,-2.08621313756,blocking_blind,d1e4eb09
218,-2.751483253,-2.04238384132,6_hard_pruned,-2.50304567874,blocking_blind,d2f65bb5
219,-3.68520531239,-2.0883841946,6_hard_pruned,-2.81704256383,blocking_blind,d4fac87b
220,-2.92004496605,-2.56469356728,6_hard_pruned,-3.1001156955,blocking_blind,d8a4f092
221,-2.13989566096,-1.92822495478,6_hard_pruned,-2.48795178099,blocking_blind,d8f4e4d9
222,-2.50175457258,-2.1612502737,6_hard_pruned,-2.22735224993,blocking_blind,daefd33a
223,-2.26421962044,-2.21247484314,6_hard_pruned,-2.20093111383,density,dbe65101
224,-4.15419113571,-3.6667785028,6_hard_pruned,-2.73752623634,density,dec64994
225,-4.002255574,-3.38602480125,6_hard_pruned,-3.09941896347,density,e0a737b6
226,-2.35189433617,-2.18649280646,6_hard_pruned,-3.17523563715,blocking_blind,e1a64c7d
227,-0.919102840441,-0.887045507769,6_hard_pruned,-2.34003804842,blocking_blind,e1e500d7
228,-3.0487043722,-2.48409860895,6_hard_pruned,-2.83635747523,blocking_blind,e2b655ad
229,-2.70255274343,-2.34571973007,6_hard_pruned,-2.48512045102,blocking_blind,e5d4e9ce
230,-1.64622124889,-1.53099221953,6_hard_pruned,-2.1514430373,blocking_blind,e5d4fef8
231,-2.55242502426,-2.71971071914,6_hard_pruned,-2.17222327513,density,e6f649a1
232,-2.86905606046,-1.94940306493,6_hard_pruned,-2.61033789446,blocking_blind,e9dbbf8a
233,-2.27778124264,-2.32562056769,6_hard_pruned,-2.65432734394,blocking,e9e64bef
234,-1.51750743221,-1.41204639649,6_hard_pruned,-2.57768838324,blocking_blind,eba732b3
235,-2.13070089476,-1.70724432645,6_hard_pruned,-2.09041723003,blocking_blind,ebc64a59
236,-0.953094314085,-0.918883299957,6_hard_pruned,-2.51720913114,blocking_blind,f0c4e26c
237,-2.63641395217,-2.28433780815,6_hard_pruned,-2.87936274823,blocking_blind,f1f65080
238,-3.01549712515,-2.25301161254,6_hard_pruned,-2.85684884986,blocking_blind,f6b64ced
239,-2.23995808539,-2.17686312264,6_hard_pruned,-2.42353770341,blocking_blind,f6f64b11
240,-3.85126972495,-4.00559763714,6_hard_pruned,-2.57768838324,density,f8bbc519
241,-3.312272252,-3.09515906744,6_hard_pruned,-3.32846098732,blocking_blind,fcaffad4
242,-3.8470587163,-2.79267864189,6_hard_pruned,-2.76367488447,density,fdaa7ebb
243,-2.14108439991,-2.1443235847,6_hard_pruned,-2.37939549271,blocking,fde4ef33
244,-2.2720740705,-2.59814859441,6_hard_pruned,-2.97101929003,blocking,fde6491d
245,-2.34333982987,-1.53077670607,6_hard_pruned,-2.78224107615,blocking_blind,fef4eae9
246,-2.63341439136,-2.37077743644,10_hard_full,-3.7497144084,blocking_blind,13f4ff5a
247,-2.71520600084,-2.88459338777,10_hard_full,-3.02042488614,blocking,1cdbeb89
248,-1.19735166496,-1.14345467109,10_hard_full,-3.33062249487,blocking_blind,1df6940e
249,-2.79683062768,-2.62096786438,10_hard_full,-3.50653854052,blocking_blind,1ff4f828
250,-2.84794043959,-2.91736927171,10_hard_full,-3.55904964252,blocking,21abc061
251,-4.64503363039,-3.62061270255,10_hard_full,-3.85768820699,blocking_blind,23dbc11c
252,-2.71520600084,-2.88459338777,10_hard_full,-3.02042488614,blocking,26dbf473
253,-1.17444407371,-1.11526380124,10_hard_full,-3.26844296287,blocking_blind,28e67c08
254,-1.18887226986,-1.1249262466,10_hard_full,-3.30440314159,blocking_blind,2fb4f99a
255,-3.18963794986,-2.55132364783,10_hard_full,-3.8802735162,blocking_blind,34b12db9
256,-1.94340692538,-1.87770571361,10_hard_full,-3.3327743943,blocking_blind,65f68460
257,-3.60595146015,-2.7247727248,10_hard_full,-3.77458663272,blocking_blind,75ffd9e8
258,-3.59582326579,-2.96632638781,10_hard_full,-3.81817479937,blocking_blind,7cf6845b
259,-2.16008264682,-1.7613562792,10_hard_full,-3.51557081817,blocking_blind,84dbf4f9
260,-1.77027303456,-1.64237699006,10_hard_full,-3.24356843746,blocking_blind,87cfed83
261,-3.06427800298,-2.60965462387,10_hard_full,-3.59389771081,blocking_blind,8bc69c49
262,-1.19735166496,-1.14345467109,10_hard_full,-3.33062249487,blocking_blind,92e6f512
263,-1.66853795917,-1.55481178839,10_hard_full,-3.24117610372,blocking_blind,98d105c1
264,-1.8902190347,-2.26463078192,10_hard_full,-3.37432777598,blocking,9befd8ad
265,-2.62104244557,-2.33698180482,10_hard_full,-3.94166743856,blocking_blind,a3eacaa9
266,-2.80431075144,-2.9808876514,10_hard_full,-3.65679951667,blocking,a4f74985
267,-1.26293346296,-1.20081616966,10_hard_full,-3.5035688292,blocking_blind,abc728e1
268,-2.3858870438,-2.14541192535,10_hard_full,-3.45747050011,blocking_blind,aceaccbc
269,-3.22815701877,-2.8347993345,10_hard_full,-3.97655372419,blocking_blind,add50f98
270,-2.19083759374,-2.12654046732,10_hard_full,-3.22116539779,blocking_blind,b1ebd3b5
271,-3.56582898807,-4.13684730769,10_hard_full,-3.91554522085,blocking,b5b6dcbc
272,-2.10215695755,-1.78227267694,10_hard_full,-3.26959642265,blocking_blind,d2ac158a
273,-3.14838025012,-2.46435422917,10_hard_full,-3.86184653126,blocking_blind,edf12206
274,-3.34522415855,-2.23290228167,10_hard_full,-3.77127035821,blocking_blind,f0ebc21e
275,-3.8760771793,-2.65362680509,10_hard_full,-3.93053050159,blocking_blind,f6fbf7bf
276,-4.01539995979,-3.66698111333,10_hard_full,-4.07517888624,blocking_blind,f7ebbfe9
277,-2.65423087759,-1.72522448884,10_hard_pruned,-3.24195436571,blocking_blind,13b7468e
278,-2.80628827744,-2.32986309394,10_hard_pruned,-4.06296669416,blocking_blind,13dbbfb8
279,-2.28185487407,-2.3057433906,10_hard_pruned,-3.58876330994,blocking,16f6e58d
280,-3.94668606491,-2.95714954868,10_hard_pruned,-3.27085311937,blocking_blind,18a695e2
281,-2.79562781263,-2.7319528767,10_hard_pruned,-3.02521444855,blocking_blind,1bd72c42
282,-2.80121424487,-2.30631527385,10_hard_pruned,-3.43904527257,blocking_blind,28d4fefb
283,-3.07906106853,-2.70969310209,10_hard_pruned,-3.54733858693,blocking_blind,31f6a576
284,-1.96818569448,-1.91981610605,10_hard_pruned,-2.896488814,blocking_blind,32fad07f
285,-2.80106482889,-3.02558866825,10_hard_pruned,-3.35034621845,blocking,41bad9a2
286,-4.98610423341,-3.2092828648,10_hard_pruned,-3.82309960016,blocking_blind,4bfffc8c
287,-3.64915471852,-3.62014710516,10_hard_pruned,-3.98225261268,blocking_blind,50f6b001
288,-1.27182968421,-1.21740801935,10_hard_pruned,-2.99653751006,blocking_blind,5bc4f225
289,-4.04893811503,-4.14562758975,10_hard_pruned,-3.6859451374,density,77ba7edc
290,-2.25734121485,-2.25080497052,10_hard_pruned,-3.56506614722,blocking_blind,7dea8d37
291,-3.19251571755,-3.25281593677,10_hard_pruned,-3.63700733706,blocking,7ef11f8d
292,-1.88810733581,-1.74462460685,10_hard_pruned,-3.37874749064,blocking_blind,8aa6d830
293,-2.30179009736,-3.02723998706,10_hard_pruned,-3.55384731357,blocking,8ea50714
294,-1.90424388911,-2.35430822395,10_hard_pruned,-3.4126736725,blocking,98c10b8a
295,-2.94441988501,-3.48050354503,10_hard_pruned,-3.49212991011,blocking,acdac85f
296,-3.38496494029,-2.62885960448,10_hard_pruned,-3.50236854507,blocking_blind,b8bac8b7
297,-0.806262995948,-0.750757909666,10_hard_pruned,-3.4001485274,blocking_blind,bacbc468
298,-1.98079515737,-1.66761106115,10_hard_pruned,-3.75005033537,blocking_blind,bcf51783
