path,length,count,board
"[[3, 1, 1], [2, 5, 2], [5, 2, 1]]",3,267,6_easy_full
"[[1, 4, 1], [1, 5, 2], [3, 1, 1], [2, 5, 2]]",4,7,6_easy_full
"[[3, 5, 1], [0, 2, 2]]",2,5976,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 4, 1]]",3,74,6_easy_full
"[[1, 4, 1], [1, 5, 2], [4, 4, 1]]",3,192,6_easy_full
"[[4, 5, 1], [0, 4, 2]]",2,9,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 1, 1], [4, 1, 2], [3, 1, 1]]",5,4,6_easy_full
"[[1, 5, 1], [1, 4, 2], [0, 5, 1], [5, 2, 2], [2, 5, 1]]",5,4,6_easy_full
"[[4, 5, 1], [5, 2, 2], [2, 5, 1], [5, 5, 2]]",4,6,6_easy_full
"[[5, 1, 1], [4, 1, 2]]",2,23,6_easy_full
"[[4, 5, 1], [5, 1, 2], [4, 1, 1]]",3,8,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 1, 1], [4, 4, 2]]",4,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [0, 5, 2], [4, 5, 1]]",7,8,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 4, 1]]",3,356,6_easy_full
"[[1, 4, 1], [1, 5, 2], [0, 5, 1]]",3,46,6_easy_full
"[[0, 2, 1], [3, 5, 2], [2, 5, 1], [4, 1, 2]]",4,9,6_easy_full
"[[0, 2, 1], [3, 5, 2], [2, 5, 1], [4, 1, 2], [3, 1, 1]]",5,7,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 4, 1], [2, 5, 2], [5, 2, 1]]",5,2,6_easy_full
"[[3, 1, 1], [2, 5, 2]]",2,293,6_easy_full
"[[4, 1, 1], [1, 4, 2], [4, 4, 1]]",3,4,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 2, 1], [3, 1, 2], [4, 1, 1]]",5,4,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 2, 1], [4, 1, 2], [3, 1, 1]]",5,2,6_easy_full
"[[3, 1, 1], [2, 5, 2], [5, 2, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,5,6_easy_full
"[[4, 5, 1]]",1,997,6_easy_full
"[[0, 5, 1], [3, 5, 2], [1, 4, 1]]",3,1,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 2, 1], [4, 5, 2]]",4,3,6_easy_full
"[[5, 2, 1], [5, 5, 2], [5, 3, 1]]",3,1,6_easy_full
"[[5, 0, 1], [4, 5, 2], [4, 4, 1]]",3,193,6_easy_full
"[[3, 1, 1], [4, 5, 2], [4, 4, 1], [5, 2, 2]]",4,4,6_easy_full
"[[5, 2, 1]]",1,2991,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 4, 1], [2, 5, 2]]",4,2,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 1, 1], [0, 4, 2]]",4,7,6_easy_full
"[[4, 5, 1], [2, 5, 2]]",2,22,6_easy_full
"[[3, 5, 1], [0, 2, 2], [1, 5, 1]]",3,1991,6_easy_full
"[[5, 3, 1], [3, 1, 2], [4, 1, 1], [4, 5, 2]]",4,5,6_easy_full
"[[4, 4, 1], [4, 1, 2]]",2,194,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 0, 1]]",3,45,6_easy_full
"[[1, 5, 1], [1, 4, 2], [2, 5, 1], [5, 1, 2]]",4,9,6_easy_full
"[[0, 2, 1], [3, 5, 2], [1, 5, 1]]",3,427,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 5, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [0, 5, 1], [4, 1, 2]]",4,1,6_easy_full
"[[4, 4, 1], [5, 1, 2]]",2,65,6_easy_full
"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [3, 5, 2]]",4,2,6_easy_full
"[[0, 5, 1], [2, 5, 2], [5, 2, 1], [4, 4, 2]]",4,3,6_easy_full
"[[4, 4, 1], [2, 5, 2]]",2,170,6_easy_full
"[[1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",4,183,6_easy_full
"[[4, 1, 1], [4, 5, 2], [4, 4, 1], [5, 5, 2]]",4,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 2, 1], [4, 1, 2]]",4,4,6_easy_full
"[[3, 1, 1], [4, 5, 2], [4, 4, 1], [2, 5, 2]]",4,12,6_easy_full
"[[5, 1, 1], [3, 1, 2]]",2,58,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 5, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,1,6_easy_full
"[[0, 5, 1]]",1,1994,6_easy_full
"[[5, 3, 1], [2, 5, 2], [5, 2, 1], [3, 1, 2]]",4,3,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 1, 1]]",3,85,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 5, 1], [4, 4, 2]]",4,8,6_easy_full
"[[0, 5, 1], [5, 1, 2], [1, 5, 1]]",3,33,6_easy_full
"[[1, 5, 1], [1, 4, 2], [0, 5, 1], [4, 5, 2]]",4,11,6_easy_full
"[[0, 5, 1], [5, 1, 2], [2, 5, 1]]",3,8,6_easy_full
"[[0, 2, 1], [3, 5, 2], [2, 5, 1], [4, 4, 2]]",4,2,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 2, 1], [3, 5, 2]]",4,3,6_easy_full
"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [1, 4, 2]]",4,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 5, 1], [5, 2, 2]]",4,1,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 3, 1], [4, 1, 2]]",4,7,6_easy_full
"[[3, 5, 1], [0, 2, 2], [0, 5, 1], [4, 4, 2]]",4,5,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [5, 1, 2]]",4,3,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 1, 1], [3, 1, 2]]",4,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,17,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 3, 1], [4, 5, 2]]",4,6,6_easy_full
"[[4, 1, 1], [2, 5, 2], [5, 2, 1], [5, 5, 2]]",4,1,6_easy_full
"[[0, 5, 1], [4, 1, 2], [3, 1, 1]]",3,805,6_easy_full
"[[5, 4, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2]]",4,1,6_easy_full
"[[0, 2, 1], [3, 5, 2], [3, 1, 1], [2, 5, 2], [5, 2, 1]]",5,9,6_easy_full
"[[3, 1, 1], [2, 5, 2], [5, 2, 1], [4, 1, 2]]",4,14,6_easy_full
"[[4, 1, 1], [5, 2, 2]]",2,1349,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 3, 1]]",3,21,6_easy_full
"[[5, 4, 1], [1, 5, 2]]",2,43,6_easy_full
"[[1, 5, 1], [1, 4, 2], [3, 1, 1], [5, 2, 2], [2, 5, 1]]",5,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [3, 1, 1], [4, 5, 2]]",4,7,6_easy_full
"[[4, 1, 1], [1, 4, 2], [5, 1, 1]]",3,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 5, 1], [4, 4, 2]]",4,3,6_easy_full
"[[3, 1, 1], [5, 0, 2]]",2,13,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 1, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,3,6_easy_full
"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [0, 5, 2]]",4,3,6_easy_full
"[[5, 1, 1], [5, 4, 2]]",2,103,6_easy_full
"[[5, 2, 1], [4, 5, 2], [4, 4, 1], [4, 1, 2]]",4,3,6_easy_full
"[[0, 2, 1], [3, 5, 2], [4, 4, 1], [4, 1, 2]]",4,1,6_easy_full
"[[5, 3, 1], [3, 1, 2], [4, 1, 1], [2, 5, 2], [5, 2, 1]]",5,4,6_easy_full
"[[4, 4, 1], [5, 3, 2]]",2,64,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 4, 1], [4, 4, 2]]",4,7,6_easy_full
"[[1, 5, 1]]",1,6979,6_easy_full
"[[1, 4, 1], [1, 5, 2], [3, 1, 1]]",3,45,6_easy_full
"[[4, 5, 1], [5, 4, 2], [1, 5, 1]]",3,1,6_easy_full
"[[5, 0, 1], [2, 5, 2], [5, 2, 1], [4, 1, 2], [3, 1, 1]]",5,2,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 2, 1]]",3,78,6_easy_full
"[[4, 5, 1], [4, 4, 2], [4, 1, 1], [3, 5, 2]]",4,4,6_easy_full
"[[4, 5, 1], [5, 1, 2], [2, 5, 1]]",3,1,6_easy_full
"[[3, 1, 1], [5, 5, 2]]",2,10,6_easy_full
"[[4, 5, 1], [5, 4, 2], [3, 5, 1]]",3,16,6_easy_full
"[[5, 1, 1], [2, 5, 2], [5, 2, 1], [0, 5, 2]]",4,12,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 5, 1], [4, 4, 2], [4, 1, 1]]",5,3,6_easy_full
"[[3, 1, 1], [5, 3, 2]]",2,74,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 1, 1], [4, 4, 2]]",4,2,6_easy_full
"[[5, 3, 1], [2, 5, 2], [5, 2, 1], [3, 1, 2], [4, 1, 1]]",5,1,6_easy_full
"[[1, 4, 1], [1, 5, 2], [2, 5, 1], [4, 1, 2], [3, 1, 1]]",5,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,7,6_easy_full
"[[4, 1, 1], [1, 5, 2], [0, 2, 1]]",3,1,6_easy_full
"[[5, 0, 1], [4, 4, 2]]",2,576,6_easy_full
"[[5, 3, 1], [1, 4, 2], [3, 5, 1]]",3,4,6_easy_full
"[[0, 2, 1], [3, 5, 2], [4, 1, 1], [4, 5, 2], [4, 4, 1]]",5,8,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 3, 1], [4, 4, 2]]",4,1,6_easy_full
"[[0, 2, 1], [3, 5, 2], [4, 1, 1], [1, 5, 2]]",4,3,6_easy_full
"[[4, 4, 1], [5, 4, 2]]",2,61,6_easy_full
"[[1, 5, 1], [1, 4, 2], [2, 5, 1], [4, 1, 2]]",4,12,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 4, 1], [5, 2, 2], [2, 5, 1]]",5,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [2, 5, 1], [4, 4, 2], [4, 1, 1]]",5,7,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 2, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,1,6_easy_full
"[[3, 1, 1], [4, 5, 2]]",2,329,6_easy_full
"[[1, 5, 1], [1, 4, 2], [3, 1, 1], [5, 2, 2]]",4,4,6_easy_full
"[[5, 2, 1], [4, 5, 2], [4, 4, 1], [1, 5, 2]]",4,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [3, 1, 1], [2, 5, 2]]",4,7,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 1, 1], [4, 5, 2], [4, 4, 1]]",5,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [4, 4, 2], [4, 1, 1]]",5,23,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 0, 1], [4, 4, 2], [4, 1, 1]]",5,2,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 0, 1], [4, 1, 2], [3, 1, 1]]",5,6,6_easy_full
"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [4, 4, 1]]",5,5,6_easy_full
"[[3, 1, 1], [1, 4, 2]]",2,18,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 2, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,6,6_easy_full
"[[0, 5, 1], [5, 1, 2], [3, 5, 1], [0, 2, 2]]",4,23,6_easy_full
"[[5, 3, 1], [4, 5, 2], [4, 4, 1], [5, 2, 2], [2, 5, 1]]",5,10,6_easy_full
"[[4, 1, 1], [1, 4, 2], [0, 2, 1]]",3,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [2, 5, 1], [3, 1, 2]]",4,19,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 5, 1]]",3,91,6_easy_full
"[[4, 5, 1], [5, 3, 2]]",2,4,6_easy_full
"[[3, 1, 1], [4, 5, 2], [4, 4, 1], [5, 5, 2]]",4,1,6_easy_full
"[[5, 3, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2]]",4,12,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 5, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,2,6_easy_full
"[[1, 4, 1], [1, 5, 2], [4, 5, 1]]",3,87,6_easy_full
"[[5, 3, 1], [1, 4, 2]]",2,177,6_easy_full
"[[0, 5, 1], [5, 3, 2]]",2,15,6_easy_full
"[[3, 1, 1], [0, 4, 2]]",2,5,6_easy_full
"[[4, 1, 1], [4, 5, 2], [4, 4, 1]]",3,413,6_easy_full
"[[5, 3, 1], [1, 4, 2], [4, 1, 1]]",3,3,6_easy_full
"[[3, 5, 1], [0, 2, 2], [0, 4, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,13,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 2, 1], [4, 4, 2]]",4,5,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 5, 1]]",3,120,6_easy_full
"[[0, 2, 1], [3, 5, 2]]",2,4980,6_easy_full
"[[3, 1, 1], [5, 4, 2], [3, 5, 1], [0, 2, 2]]",4,4,6_easy_full
"[[5, 3, 1], [0, 2, 2]]",2,27,6_easy_full
"[[5, 0, 1], [5, 4, 2], [4, 5, 1]]",3,2,6_easy_full
"[[0, 5, 1], [5, 1, 2], [3, 5, 1]]",3,29,6_easy_full
"[[4, 5, 1], [2, 5, 2], [5, 2, 1]]",3,18,6_easy_full
"[[5, 0, 1], [5, 5, 2]]",2,37,6_easy_full
"[[5, 3, 1], [4, 4, 2]]",2,644,6_easy_full
"[[5, 0, 1], [5, 4, 2], [2, 5, 1]]",3,1,6_easy_full
"[[0, 5, 1], [3, 1, 2], [4, 1, 1], [5, 5, 2]]",4,2,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 5, 1], [4, 1, 2]]",4,1,6_easy_full
"[[5, 0, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,807,6_easy_full
"[[5, 0, 1], [2, 5, 2]]",2,43,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 3, 1], [2, 5, 2], [5, 2, 1]]",5,5,6_easy_full
"[[4, 5, 1], [5, 0, 2], [1, 5, 1], [1, 4, 2]]",4,1,6_easy_full
"[[5, 3, 1], [4, 4, 2], [4, 1, 1]]",3,634,6_easy_full
"[[1, 4, 1], [1, 5, 2], [4, 5, 1], [2, 5, 2]]",4,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [0, 4, 1], [4, 5, 2], [4, 4, 1]]",5,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 1, 1], [2, 5, 2]]",4,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [4, 4, 1], [2, 5, 2], [5, 2, 1]]",5,3,6_easy_full
"[[1, 4, 1], [1, 5, 2], [0, 5, 1], [4, 5, 2]]",4,1,6_easy_full
"[[5, 3, 1], [4, 5, 2], [4, 4, 1], [4, 1, 2]]",4,3,6_easy_full
"[[4, 1, 1], [5, 1, 2], [3, 5, 1], [0, 2, 2]]",4,1,6_easy_full
"[[5, 3, 1], [5, 2, 2]]",2,3,6_easy_full
"[[1, 4, 1], [1, 5, 2], [0, 5, 1], [4, 1, 2]]",4,2,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 4, 1], [0, 5, 2], [0, 4, 1]]",5,4,6_easy_full
"[[5, 2, 1], [4, 1, 2]]",2,715,6_easy_full
"[[3, 5, 1], [0, 2, 2], [4, 5, 1], [4, 1, 2]]",4,2,6_easy_full
"[[1, 4, 1], [1, 5, 2], [0, 5, 1], [2, 5, 2]]",4,1,6_easy_full
"[[0, 5, 1], [5, 1, 2]]",2,176,6_easy_full
"[[5, 2, 1], [3, 1, 2], [4, 1, 1], [5, 5, 2]]",4,1,6_easy_full
"[[4, 1, 1], [5, 5, 2]]",2,138,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 1, 1], [4, 1, 2]]",4,5,6_easy_full
"[[4, 1, 1], [0, 4, 2]]",2,175,6_easy_full
"[[5, 3, 1], [4, 5, 2], [4, 4, 1], [2, 5, 2], [5, 2, 1]]",5,17,6_easy_full
"[[4, 5, 1], [0, 2, 2], [5, 1, 1]]",3,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 5, 1]]",3,161,6_easy_full
"[[5, 0, 1], [5, 4, 2]]",2,167,6_easy_full
"[[5, 2, 1], [0, 5, 2]]",2,67,6_easy_full
"[[3, 1, 1], [2, 5, 2], [5, 2, 1], [4, 1, 2], [4, 4, 1]]",5,12,6_easy_full
"[[1, 4, 1], [1, 5, 2], [4, 1, 1], [4, 5, 2], [4, 4, 1]]",5,4,6_easy_full
"[[0, 2, 1], [3, 5, 2], [2, 5, 1], [3, 1, 2]]",4,3,6_easy_full
"[[3, 5, 1], [0, 2, 2], [0, 4, 1], [4, 4, 2], [4, 1, 1]]",5,16,6_easy_full
"[[1, 4, 1], [1, 5, 2], [4, 1, 1], [5, 2, 2]]",4,3,6_easy_full
"[[5, 3, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2]]",4,2,6_easy_full
"[[4, 1, 1], [3, 5, 2], [5, 2, 1]]",3,1,6_easy_full
"[[5, 3, 1], [3, 1, 2], [4, 1, 1], [5, 2, 2], [2, 5, 1]]",5,8,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 1, 1]]",3,462,6_easy_full
"[[5, 0, 1], [4, 5, 2], [4, 4, 1], [0, 5, 2]]",4,6,6_easy_full
"[[3, 1, 1], [5, 1, 2]]",2,3,6_easy_full
"[[0, 5, 1], [3, 5, 2], [5, 2, 1]]",3,4,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [1, 5, 2]]",4,6,6_easy_full
"[[5, 4, 1], [4, 1, 2]]",2,449,6_easy_full
"[[5, 3, 1], [5, 2, 2], [2, 5, 1]]",3,2,6_easy_full
"[[3, 1, 1], [4, 5, 2], [4, 4, 1]]",3,306,6_easy_full
"[[5, 3, 1], [3, 5, 2]]",2,56,6_easy_full
"[[5, 3, 1], [4, 5, 2], [4, 4, 1]]",3,186,6_easy_full
"[[4, 1, 1], [5, 1, 2]]",2,293,6_easy_full
"[[3, 1, 1], [5, 2, 2]]",2,286,6_easy_full
"[[5, 0, 1], [2, 5, 2], [5, 2, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,19,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 5, 1], [4, 1, 2], [3, 1, 1]]",5,3,6_easy_full
"[[5, 3, 1], [4, 5, 2], [4, 4, 1], [1, 4, 2]]",4,2,6_easy_full
"[[4, 1, 1], [5, 3, 2], [1, 4, 1], [1, 5, 2]]",4,2,6_easy_full
"[[4, 1, 1], [5, 0, 2]]",2,27,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 4, 1], [4, 4, 2]]",4,8,6_easy_full
"[[4, 1, 1], [5, 4, 2]]",2,94,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 2, 1], [4, 1, 2]]",4,14,6_easy_full
"[[5, 3, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,624,6_easy_full
"[[4, 1, 1], [0, 5, 2]]",2,184,6_easy_full
"[[5, 1, 1], [4, 5, 2], [4, 4, 1]]",3,18,6_easy_full
"[[5, 0, 1], [2, 5, 2], [5, 2, 1]]",3,42,6_easy_full
"[[3, 5, 1], [0, 2, 2], [4, 4, 1], [2, 5, 2]]",4,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1]]",5,63,6_easy_full
"[[3, 1, 1], [4, 5, 2], [4, 4, 1], [5, 2, 2], [2, 5, 1]]",5,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [4, 1, 2]]",4,16,6_easy_full
"[[0, 5, 1], [2, 5, 2], [5, 2, 1], [5, 5, 2], [4, 5, 1]]",5,2,6_easy_full
"[[5, 4, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,306,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 4, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,6,6_easy_full
"[[4, 4, 1], [4, 1, 2], [3, 1, 1], [0, 2, 2]]",4,4,6_easy_full
"[[4, 1, 1], [2, 5, 2], [5, 2, 1], [0, 5, 2]]",4,1,6_easy_full
"[[3, 5, 1], [0, 2, 2], [1, 4, 1]]",3,130,6_easy_full
"[[4, 1, 1], [3, 5, 2], [4, 5, 1]]",3,2,6_easy_full
"[[5, 2, 1], [4, 5, 2]]",2,345,6_easy_full
"[[4, 4, 1], [5, 0, 2]]",2,53,6_easy_full
"[[5, 1, 1], [2, 5, 2], [5, 2, 1]]",3,152,6_easy_full
"[[3, 1, 1], [5, 4, 2], [2, 5, 1]]",3,1,6_easy_full
"[[4, 1, 1], [0, 2, 2]]",2,303,6_easy_full
"[[0, 2, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2]]",4,357,6_easy_full
"[[3, 1, 1], [2, 5, 2], [5, 2, 1], [4, 5, 2], [4, 4, 1]]",5,17,6_easy_full
"[[0, 5, 1], [2, 5, 2], [5, 2, 1], [4, 4, 2], [4, 1, 1]]",5,2,6_easy_full
"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [5, 0, 2]]",4,2,6_easy_full
"[[1, 5, 1], [1, 4, 2], [4, 5, 1], [4, 1, 2]]",4,2,6_easy_full
"[[3, 5, 1], [0, 2, 2], [5, 4, 1], [4, 4, 2], [4, 1, 1]]",5,6,6_easy_full
"[[3, 1, 1], [3, 5, 2]]",2,204,6_easy_full
"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [4, 5, 2], [4, 4, 1]]",5,9,6_easy_full
"[[3, 5, 1], [0, 2, 2], [0, 4, 1], [3, 1, 2], [4, 1, 1]]",5,1,6_easy_full
"[[5, 0, 1], [4, 5, 2], [4, 4, 1], [5, 2, 2]]",4,12,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 5, 1], [1, 5, 2]]",4,1,6_easy_full
"[[5, 1, 1], [3, 1, 2], [4, 1, 1], [1, 4, 2]]",4,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [4, 4, 2]]",4,19,6_easy_full
"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [1, 4, 2]]",4,8,6_easy_full
"[[5, 3, 1], [1, 4, 2], [5, 2, 1]]",3,4,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 3, 1]]",3,158,6_easy_full
"[[1, 4, 1], [1, 5, 2], [0, 4, 1]]",3,14,6_easy_full
"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [1, 5, 2]]",4,2,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 3, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,1,6_easy_full
"[[4, 5, 1], [5, 2, 2], [2, 5, 1], [0, 2, 2]]",4,1,6_easy_full
"[[5, 0, 1], [4, 5, 2], [4, 4, 1], [3, 5, 2]]",4,3,6_easy_full
"[[1, 4, 1], [1, 5, 2], [5, 5, 1], [4, 1, 2], [3, 1, 1]]",5,2,6_easy_full
"[[0, 5, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,429,6_easy_full
"[[4, 1, 1], [4, 5, 2]]",2,510,6_easy_full
"[[1, 5, 1], [1, 4, 2], [5, 5, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,1,6_easy_full
"[[1, 5, 1], [1, 4, 2], [0, 4, 1], [4, 5, 2]]",4,3,6_easy_full
"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [0, 4, 2]]",4,9,6_easy_full
"[[1, 5, 1], [1, 4, 2], [0, 4, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",6,9,6_easy_full
"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",6,13,6_easy_full
"[[4, 4, 1], [5, 2, 2]]",2,265,6_easy_full
"[[5, 0, 1], [4, 5, 2], [4, 4, 1], [2, 5, 2]]",4,21,6_easy_full
"[[5, 1, 1], [4, 4, 2], [4, 1, 1]]",3,569,6_easy_full
"[[5, 4, 1]]",1,997,6_easy_full
"[[4, 4, 1], [0, 4, 2]]",2,23,6_easy_full
"[[1, 5, 1], [1, 4, 2], [0, 5, 1], [4, 1, 2]]",4,24,6_easy_full
"[[3, 1, 1], [4, 4, 2]]",2,1024,6_easy_full
