,board,heuristic,likelihoods_block,likelihoods_density,likelihoods_interaction,userid
30,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,4ed4c1d3
31,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,50c60ba6
32,6_hard_full,interaction,-3.38369073032,-3.70099217703,-3.04957974051,53c4c041
33,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,54f4bf95
34,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,55f5fe54
35,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,57a4bf4b
36,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,5ce612bc
37,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,5dd4c056
38,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,5edbbf73
39,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,5fd6115c
40,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,63c4bfcb
41,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,63e5efe1
42,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,64f61543
43,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,67eac875
44,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,68d5e249
45,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,69bad0fe
46,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,6bf51f66
47,6_hard_full,density,-4.28594550835,-3.70099217703,-3.95207992256,6ee61190
48,6_hard_full,interaction,-2.58182328808,-2.78518716976,-2.24761993963,70da8cfb
49,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,72f4c145
50,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,74b60b9f
51,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,76e60f84
52,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,78f60c95
53,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,7bf4bf38
54,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,84a4bf3c
55,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,87b50908
56,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,87f4bf56
57,6_hard_full,interaction,-2.58182328808,-2.78518716976,-2.24761993963,87f610ee
58,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,89d60ba4
59,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,8ac4c37c
60,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,8ea4bf56
61,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,8fc76287
62,6_hard_full,density,-3.91059397355,-3.00824975058,-3.57659916303,8fcbec83
63,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,90c60de8
64,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,91a61ead
65,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,91cfd7fb
66,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,92b722f3
67,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,94d6ef33
68,6_hard_full,interaction,-3.14798508369,-3.29579688679,-2.81383892739,94e4c554
69,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,98c4bf54
70,6_hard_full,density,-4.68331384106,-3.00824975058,-4.3496497546,9adbc2df
71,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,9dc50a3d
72,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,9df60bf8
73,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,a2f6ba1d
74,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,a3d4c3b2
75,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,a3d5dfda
76,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,a4c60d7a
77,6_hard_full,blocking,-10.8202781595,-10.8202781595,-10.8202781595,a6f610e1
78,6_hard_full,interaction,-2.58182328808,-2.78518716976,-2.24761993963,acd61c3d
79,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,ada4c06f
80,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,b0d518a1
81,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,b2d60bc9
82,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,b7a4fe27
83,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,b8e4bf48
84,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,bae515f2
85,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,bca5dc5e
86,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,bcdfd2df
87,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,bed50a1d
88,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,bfa60c8b
89,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,bfe4c87d
90,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,c0f60e45
91,6_hard_full,interaction,-2.58182328808,-2.78518716976,-2.24761993963,c5e4c4a5
92,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,c6b4c141
93,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,c6b60d63
94,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,c7a61295
95,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,c7a67aab
96,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,c8a4fa50
97,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,c8f4c13d
98,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,cab61023
99,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,cceac8ca
100,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,cee4bfa4
101,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,cfc5dcb3
102,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,d2a60bac
103,6_hard_full,density,-4.28594550835,-3.70099217703,-3.95207992256,d8f6387b
104,6_hard_full,interaction,-2.58182328808,-2.78518716976,-2.24761993963,dbe71b15
105,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,dcc4f10e
106,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,dfcbf407
107,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,dfe6bee3
108,6_hard_full,blocking,-1.7401738333,-2.44880747886,-3.16339432813,e0d4bfdf
109,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,e9c4c917
110,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,ead61455
111,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,ebc61801
112,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,eec7360c
113,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,efebc5bb
114,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,eff4bf48
115,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,f1e613a1
116,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,f1ebd0b7
117,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,f2f60bd9
118,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,f3dbeb7e
119,6_hard_full,interaction,-2.10010890212,-2.60291959693,-1.76587684392,f4a6108e
120,6_hard_full,interaction,-2.25662774709,-2.44880747886,-1.92240354918,f6fbf6b1
121,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,f7b4bfae
122,6_hard_full,density,-3.79871743551,-3.29579688679,-3.46469259939,f8d60bcb
123,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,fac10d6e
124,6_hard_full,blocking,-10.8202781595,-10.8202781595,-10.8202781595,fac6126a
125,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,fde4bf4b
126,6_hard_full,interaction,-2.53494115165,-2.31530500853,-2.20073436347,ffa4c00b
127,6_hard_full,blocking,-1.50744507654,-2.78518716976,-2.15847096712,fff4bf68
128,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,11a64b43
129,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,11a64d17
130,6_hard_pruned,density,-3.77849709284,-2.5778849788,-3.41465026038,11e652f7
131,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,14d64999
132,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,16d516ad
133,6_hard_pruned,blocking,-1.71451938673,-3.27076893,-3.26016696971,1dac01e7
134,6_hard_pruned,interaction,-2.52717134436,-2.76015388418,-2.16313393311,25cfdeaf
135,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,28e6483c
136,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,2afbbf79
137,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,2ca66220
138,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,2cb650ed
139,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,2fa647f5
140,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,2ff50f64
141,6_hard_pruned,density,-3.77849709284,-2.5778849788,-3.41465026038,30e4feac
142,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,33e649bd
143,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,3ef64929
144,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,3fa64b7b
145,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,43e64821
146,6_hard_pruned,interaction,-2.52717134436,-2.76015388418,-2.16313393311,44a65230
147,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,45b64f9c
148,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,49c72e9b
149,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,4bca7fc9
150,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,4ca649a6
151,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,4ca65156
152,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,4cb651bd
153,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,4ee64c2a
154,6_hard_pruned,blocking,-1.71451938673,-3.27076893,-3.26016696971,53a654e5
155,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,53d65632
156,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,5adff9a5
157,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,5dbfe29c
158,6_hard_pruned,density,-4.51800745936,-3.27076893,-4.1544529988,5fa651bb
159,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,61e65cc1
160,6_hard_pruned,density,-4.92499813206,-2.98321846357,-4.56172473328,65afea1f
161,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,67f64a50
162,6_hard_pruned,blocking,-1.71451938673,-3.27076893,-3.26016696971,68c659b8
163,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,6bb10472
164,6_hard_pruned,interaction,-2.52717134436,-2.76015388418,-2.16313393311,6dd103e2
165,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,74e11ee8
166,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,7dd704e0
167,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,81c11c9f
168,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,83c64bf9
169,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,92a74a76
170,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,95a648a3
171,6_hard_pruned,density,-3.74409888521,-2.76015388418,-3.380243025,9dd66bae
172,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,a0d659c9
173,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,a0f4f1bf
174,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,a2ebe618
175,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,a5a65415
176,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,aafbd6ab
177,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,aed647d3
178,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,b0e1157c
179,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,b9e512db
180,6_hard_pruned,density,-3.74409888521,-2.76015388418,-3.380243025,c7a6593f
181,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,c7fffe38
182,6_hard_pruned,density,-4.92499813206,-2.76015388418,-4.56172473328,c9f64da2
183,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,cdf65098
184,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,d2f65bb5
185,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,d4fac87b
186,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,daefd33a
187,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,dbe65101
188,6_hard_pruned,interaction,-2.52717134436,-2.76015388418,-2.16313393311,dec64994
189,6_hard_pruned,interaction,-2.20197190285,-2.42377190883,-1.83791328806,e0a737b6
190,6_hard_pruned,interaction,-3.32905606428,-3.27076893,-2.96511258226,e1a64c7d
191,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,e1e500d7
192,6_hard_pruned,interaction,-3.09334383915,-3.27076893,-2.72936459222,e2b655ad
193,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,e6f649a1
194,6_hard_pruned,interaction,-2.52717134436,-2.76015388418,-2.16313393311,e9dbbf8a
195,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,e9e64bef
196,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,eba732b3
197,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,ebc64a59
198,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,f1f65080
199,6_hard_pruned,blocking,-1.45278388095,-2.5778849788,-2.13399490414,f6b64ced
200,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,f6f64b11
201,6_hard_pruned,density,-3.77849709284,-2.5778849788,-3.41465026038,f8bbc519
202,6_hard_pruned,density,-3.77849709284,-2.5778849788,-3.41465026038,fcaffad4
203,6_hard_pruned,interaction,-2.16788570783,-2.42377190883,-1.8038252441,fdaa7ebb
204,6_hard_pruned,interaction,-2.48028856443,-2.17250762922,-2.11624765502,fde6491d
205,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,13f4ff5a
206,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,1cdbeb89
207,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,1df6940e
208,10_hard_full,density,-4.46181849523,-3.71429121814,-4.27216147157,1ff4f828
209,10_hard_full,density,-4.25731875269,-3.1268687654,-4.06760635276,21abc061
210,10_hard_full,density,-5.03420896734,-3.71429121814,-4.84478327865,23dbc11c
211,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,26dbf473
212,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,28e67c08
213,10_hard_full,blocking,-2.23973011604,-3.37805310268,-3.98065026073,2fb4f99a
214,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,34b12db9
215,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,65f68460
216,10_hard_full,interaction,-3.18843611519,-3.02155378559,-2.99856349137,75ffd9e8
217,10_hard_full,density,-5.03420896734,-3.71429121814,-4.84478327865,7cf6845b
218,10_hard_full,interaction,-3.06911162043,-3.37805310268,-2.87922957227,84dbf4f9
219,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,87cfed83
220,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,8bc69c49
221,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,92e6f512
222,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,98d105c1
223,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,9befd8ad
224,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,a3eacaa9
225,10_hard_full,density,-4.25731875269,-3.1268687654,-4.06760635276,a4f74985
226,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,abc728e1
227,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,aceaccbc
228,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,add50f98
229,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,b1ebd3b5
230,10_hard_full,density,-4.87886412788,-3.24459488416,-4.689362062,b5b6dcbc
231,10_hard_full,interaction,-2.44729454462,-3.02155378559,-2.25737806511,d2ac158a
232,10_hard_full,density,-4.25731875269,-3.1268687654,-4.06760635276,edf12206
233,10_hard_full,interaction,-3.1248814215,-3.53210622536,-2.93500363832,f0ebc21e
234,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,f6fbf7bf
235,10_hard_full,blocking,-1.54538649358,-3.24459488416,-1.83857845406,f7ebbfe9
236,10_hard_pruned,interaction,-3.21624427041,-3.03121866207,-3.02446793714,13b7468e
237,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,13dbbfb8
238,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,16f6e58d
239,10_hard_pruned,density,-10.8212771605,-4.63900262833,-10.8212771605,18a695e2
240,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,1bd72c42
241,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,28d4fefb
242,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,31f6a576
243,10_hard_pruned,interaction,-3.6843810928,-3.94688884351,-3.49265666418,32fad07f
244,10_hard_pruned,density,-10.8212771605,-4.63900262833,-10.8212771605,41bad9a2
245,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,4bfffc8c
246,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,50f6b001
247,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,5bc4f225
248,10_hard_pruned,interaction,-2.4350126433,-3.25425876157,-2.24318917705,77ba7edc
249,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,7dea8d37
250,10_hard_pruned,density,-4.48959144846,-3.72395209956,-4.29803881327,7ef11f8d
251,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,8aa6d830
252,10_hard_pruned,interaction,-2.29857840969,-3.25425876157,-2.10674986726,8ea50714
253,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,98c10b8a
254,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,acdac85f
255,10_hard_pruned,density,-4.88875990383,-4.23422633205,-4.69735969533,b8bac8b7
256,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,bacbc468
257,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,bcf51783
258,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,c2cbff2e
259,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,cce7504c
260,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,cdc514e1
261,10_hard_pruned,interaction,-2.4350126433,-3.25425876157,-2.24318917705,d1cac84b
262,10_hard_pruned,interaction,-2.47510986142,-2.93594610376,-2.28328802354,d9e4f7e5
263,10_hard_pruned,interaction,-3.0969213146,-3.38771626659,-2.9051352027,e2b10de5
264,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,e6efec72
265,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,edfff93e
266,10_hard_pruned,interaction,-3.6963492332,-3.94688884351,-3.50462647632,efd4fa4a
267,10_hard_pruned,interaction,-3.6963492332,-3.94688884351,-3.50462647632,f3f4f4ae
268,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,f4c4f33c
269,10_hard_pruned,blocking,-1.66517578296,-3.13653319782,-2.08826375724,fcb764e3
270,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,12eacae6
271,6_easy_full,blocking,-1.54613790618,-2.29018875811,-2.35633929135,25dfef96
272,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,2aabe76a
273,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,2bcfe659
274,6_easy_full,interaction,-4.69224908948,-3.67589091161,-3.21172001907,32b10037
275,6_easy_full,density,-4.48135553675,-2.98313849716,-3.00050545298,34cffc40
276,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,38abe966
277,6_easy_full,blocking,-1.54613790618,-2.29018875811,-2.35633929135,3acff9fa
278,6_easy_full,blocking,-1.48255258445,-2.98313849716,-1.91815922173,3bac0799
279,6_easy_full,density,-4.48135553675,-2.98313849716,-3.00050545298,3fcbc0ab
280,6_easy_full,blocking,-1.48255258445,-2.98313849716,-1.91815922173,40a74de0
281,6_easy_full,blocking,-1.48255258445,-2.98313849716,-1.91815922173,4ed755f1
282,6_easy_full,blocking,-1.48255258445,-2.98313849716,-1.91815922173,59d51c4c
283,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,5acfeabc
284,6_easy_full,density,-4.9598421822,-2.1724276628,-3.47983132616,5de11557
285,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,6bca8117
286,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,86f6e2cb
287,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,8df4f6e8
288,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,9bf4f2c6
289,6_easy_full,blocking,-1.54613790618,-2.29018875811,-2.35633929135,9defd82d
290,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,a6bff327
291,6_easy_full,blocking,-1.54613790618,-2.29018875811,-2.35633929135,aedbea55
292,6_easy_full,density,-4.9598421822,-2.1724276628,-3.47983132616,b3e4f78d
293,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,b4abeb7e
294,6_easy_full,density,-4.48135553675,-2.98313849716,-3.00050545298,b7eae04f
295,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,b8a11f60
296,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,cfd6ff5a
297,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,d3b525de
298,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,d6b67ee1
299,6_easy_full,blocking,-1.45221449878,-2.98313849716,-1.72782908705,d6d500ab
300,6_easy_full,blocking,-1.54613790618,-2.29018875811,-2.35633929135,dabbe6bb
301,6_easy_full,interaction,-3.81219369395,-2.98313849716,-2.33067689071,efa7383d
302,6_easy_full,blocking,-1.54613790618,-2.42369194241,-2.46167636674,f9c123d7
303,6_easy_full,density,-4.9598421822,-2.1724276628,-3.47983132616,fda4f169
304,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,11dfe866
305,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,12ebbfd2
306,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,16e512d0
307,6_easy_pruned,density,-5.84131490815,-3.25791661539,-5.11200711886,19a105e3
308,6_easy_pruned,blocking,-1.25303114634,-2.27741224623,-2.91773706694,1de715c7
309,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,1fdbc072
310,6_easy_pruned,density,-4.66743596377,-2.15965087325,-3.93565249108,2dca846d
311,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,2dfbc35a
312,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,33b693e2
