,AssignmentId,Unnamed: 0,WorkerId,actionsSolution,actionsValidation,actions_solution,actions_validation,board_size,board_type,bonus,condition,solved_correct,time,timeSolution,timeValidation,time_solution,time_validation,timestamp,userid,validated_correct
126,3L2IS5HSFBPPL56JKHESI9CC0D8UN7,126,A2HOUSKURBF8UA,,,3.0,0.0,10,medium,0,full,False,1562150000000.0,,,197500.0,75447.0,,54c28d9c,False
127,39GAF6DQWS7MKDOUKKQZHO1SBJD1VW,127,A2P76QVLSGJR45,,,4.0,0.0,10,easy,0,full,False,1562150000000.0,,,86482.0,25695.0,,edd28ea2,False
128,32RIADZISTBNKK49D74W4ZOOOZT4S7,128,AYGFIU5LDCXW4,,,28.0,5.0,10,hard,1,full,True,1562150000000.0,,,276859.0,58594.0,,8ca28d2c,True
129,3018Q3ZVOJXQLUKD7JEIRS5SU75RAG,129,A3K415WNTD33IK,,,83.0,0.0,6,easy,0,full,False,1562150000000.0,,,530803.0,71070.0,,bdb28da4,False
130,34HJIJKLP633CCLD7291FM8VN3MV42,130,A2ZDK0Y5466BXN,,,55.0,0.0,10,easy,0,full,False,1562150000000.0,,,344068.0,45672.0,,fee29090,False
131,382M9COHEIMLRZT6RIB9SMI3ML7UEI,131,A1OSRAPSRT934Z,,,30.0,0.0,10,medium,0,pruned,False,1562150000000.0,,,298786.0,22863.0,,bcf290e5,False
132,3DYGAII7PMFXWXBFJN7FCXKIX74QPV,132,A2KVKODD1QM7LA,,,64.0,0.0,10,medium,0,full,False,1562150000000.0,,,190133.0,55539.0,,21d292ce,False
133,3IKZ72A5B5N02N9TPSJTW9B9QQTNF1,133,A1YFVXP4A1CXSF,,,12.0,0.0,10,easy,0,full,False,1562150000000.0,,,137596.0,35806.0,,d6a29462,False
134,3X31TUMD7YTJO8C06GOTUF3QKLDL1Z,134,A21C7LCEX3EYQH,,,6.0,2.0,6,easy,0,pruned,True,1562150000000.0,,,119178.0,23131.0,,f5f2942a,False
135,3LRKMWOKB6OAIIB04LFG7DOTR002ZH,135,A1X1OL9L162X8Q,,,26.0,5.0,6,easy,1,pruned,True,1562150000000.0,,,165680.0,69205.0,,62e2950a,True
136,3QBD8R3Z22Q8MSCG6QNNKUENRAQ4OA,136,A2YHF0DPCO832L,,,10.0,3.0,10,medium,1,pruned,True,1562160000000.0,,,112919.0,20362.0,,abd29616,True
137,3OVR4I9USQQB74PWL3FR9Z9N6B84QI,137,A122LRCSBAD6DC,,,46.0,0.0,10,hard,0,full,False,1562160000000.0,,,587408.0,99444.0,,cfc29495,False
138,3YWRV122CT64IYJFEFP90CMHBI9U8J,138,A27NBGO9FXJS8Q,,,10.0,0.0,10,easy,0,full,False,1562160000000.0,,,238720.0,37815.0,,bae297ee,False
139,34Z02EIMITK70WZNJ6MK21UX96U0TF,139,A3P7Y9YBJ875WK,,,61.0,4.0,6,easy,1,full,True,1562160000000.0,,,303789.0,25770.0,,65b29750,True
140,3D3VGR7TA1MQ19LSY4Z84KRMOXIR3P,140,A5EU1AQJNC7F2,,,31.0,0.0,10,medium,0,pruned,False,1562160000000.0,,,508819.0,30834.0,,f4a298dc,False
141,3Z7ISHFUH12L4XDPK2OHH41WD0OZ8D,141,A1SISA8WAJTX2A,,,42.0,0.0,10,medium,0,pruned,False,1562160000000.0,,,212705.0,49576.0,,f0f29bcd,False
142,3A4NIXBJ776GKXYPZ27RE7RTIW7ML7,142,A2CLGYPCKVH59J,,,17.0,5.0,10,hard,1,full,True,1562160000000.0,,,278823.0,112954.0,,86f29ab1,True
143,3E1QT0TDFQGZ97OFKY0VH9Y6HNTI86,143,A3DQL1IS7JPEL8,,,44.0,0.0,10,hard,0,full,False,1562160000000.0,,,435943.0,67701.0,,e0d29b7b,False
144,35K3O9HUACKW8HWGWTGA6MH0CYZFEB,144,A184EIWAV7P9EH,,,44.0,3.0,6,easy,1,pruned,True,1562160000000.0,,,409195.0,29711.0,,c1f29bae,True
145,39DD6S19JQI2DYNGX5AH9EXIO3MZEC,145,ABNWTOY9KL2KF,,,22.0,3.0,10,easy,1,pruned,True,1562160000000.0,,,268686.0,46394.0,,6df29cec,True
146,3YW4XOSQKRSM7YZUFUGUL2Z9XC3U1Z,146,A1QDDGYC5UB9YA,,,36.0,3.0,10,easy,1,pruned,True,1562160000000.0,,,243128.0,26922.0,,40a29d8c,True
147,3IHR8NYAM88Q7SOHLQ029UJD1FSP4I,147,A2VA0NCPWJ8XZG,,,8.0,3.0,10,easy,1,pruned,True,1562160000000.0,,,39682.0,20362.0,,83e29fb7,True
148,3GD6L00D3T43UQUL6SP8USIFKQ8M17,148,AY2U544TCVPMQ,,,60.0,4.0,10,hard,1,pruned,True,1562160000000.0,,,533661.0,43987.0,,78f29cf9,True
149,3X65QVEQI1U3BBMYMDDDBBMHOI8LCT,149,A3GCDS1KR7EEV6,,,7.0,4.0,10,medium,0,pruned,True,1562160000000.0,,,207718.0,95277.0,,69a2a02d,False
150,3YMTUJH0DTNOZKHO279ME4KAQIF4T4,150,A3P86OK72F8M99,,,2.0,0.0,10,medium,0,full,False,1562160000000.0,,,51284.0,18485.0,,d8d2a375,False
151,3S3AMIZX3VCKDZY69WFPSYECF96CD4,151,A1SKJ0PFLSKH6X,,,276.0,0.0,10,hard,0,pruned,False,1562160000000.0,,,63936.0,20449.0,,b2e29cb8,False
152,386CSBG1O0TPMRTA4R866XT122F6Q6,152,A270HX8LH9LJ8W,,,26.0,5.0,10,hard,1,full,True,1562160000000.0,,,254877.0,56950.0,,3de2a23d,True
153,3Z4GS9HPNWHYK920R24SCKC2SNF77G,153,A3UEJQ4EJB9DBD,,,4.0,5.0,10,hard,0,full,True,1562160000000.0,,,28929.0,43413.0,,eeb2a417,False
154,32EYX73OY1GA03YBDOV9RTHM1A9UR7,154,A2ZIATVCA2NKPF,,,2.0,0.0,6,easy,0,pruned,False,1562160000000.0,,,42149.0,20854.0,,b0e2a596,False
155,3LJ7UR74RIKQ47C45BNA55EI10W4N6,155,A38VMTKS30TQZB,,,50.0,4.0,6,easy,1,full,True,1562160000000.0,,,341134.0,21817.0,,d4a2a5ec,True
156,31Q0U3WYDQMK9NNY2MNJBALPP1B71F,156,A2L5RS0Z20PK2D,,,31.0,14.0,10,medium,1,full,True,1562160000000.0,,,241801.0,133717.0,,dde2a9c5,True
157,3WMOAN2SRC4PYKVJP7OXEVEVEKJNVR,157,ABXI04K7467QI,,,31.0,0.0,10,medium,0,pruned,False,1562160000000.0,,,272435.0,57235.0,,abe2aaa5,False
158,3PQ8K71NHYRYMDYW58SWW2GIU41AAD,158,A3TP06ZKSDOPAO,,,2.0,0.0,10,medium,0,pruned,True,1562160000000.0,,,49686.0,5702.0,,b7b2b0b4,False
159,3FIUS151DW906VO2D8CGOA2OQUNGG3,159,A250V0QRCNR17F,,,10.0,4.0,6,easy,1,full,True,1562160000000.0,,,114832.0,52093.0,,50c2b014,True
160,3R2UR8A0IBNZKU0QQ1PSH5BLK6DXO2,160,A8028AFBBS29G,,,6.0,0.0,10,easy,0,full,False,1562160000000.0,,,261610.0,66720.0,,4eb2afd3,False
161,3ZQIG0FLQFNFLE4XH8FKAERM7X0WV6,161,A3GIZ0VFD8CS47,,,30.0,0.0,10,hard,0,full,False,1562160000000.0,,,284990.0,31675.0,,b0f2b4eb,False
162,3WJ1OXY92BNK3P5H8A8I0BAN4GJ8AP,162,A3493E42N1JZVF,,,28.0,3.0,10,easy,1,pruned,True,1562170000000.0,,,277453.0,30765.0,,83b2c2e2,True
163,3P1L2B7AD2W4K0J1CIM46BGYDZJOLR,163,A3LMA3YJDQUZP2,,,19.0,2.0,10,easy,0,full,True,1562180000000.0,,,51115.0,18867.0,,fcb2e96f,False
164,3ND9UOO81L9CP9S334DEN5TKG1ILW0,164,A3AIX82WZQZB5A,,,33.0,0.0,10,easy,0,full,False,1562180000000.0,,,168914.0,25237.0,,31b2e974,False
165,3OONKJ5DKDQS7RXPL5XAS8KT155OB4,165,ANZKTE853UXSD,,,19.0,4.0,10,medium,1,pruned,True,1562180000000.0,,,184865.0,41729.0,,32e2e940,True
166,3YMU66OBIOFE6RJDXEUY9AEP5WJHGQ,166,A2NI22SB1OFE1S,,,8.0,4.0,6,easy,1,full,True,1562180000000.0,,,125667.0,41980.0,,7cc2e9d2,True
167,31LVTDXBL8H7HDBH4A3806L3OM5RL5,167,A2NG2CCBMVEBIA,,,1.0,0.0,10,hard,0,full,False,1562180000000.0,,,63024.0,29506.0,,f3d2ea28,False
168,3LYA37P8IRU9H0CAND5HLR3KH0WBK8,168,A1MQVX4WPLWFBY,,,20.0,0.0,10,easy,0,full,False,1562180000000.0,,,239798.0,4647.0,,50d2ea0b,False
169,34X6J5FLPU51AM8HOA2VF1Y6OBWJQS,169,A22CEZJDTT5EI6,,,85.0,0.0,10,medium,0,full,False,1562180000000.0,,,528088.0,37650.0,,eef2e93f,False
170,3BEFOD78W70KMPR4TA8ASQPIWD9M4H,170,A2OX8TSRCU6NKD,,,4.0,6.0,10,hard,0,pruned,True,1562180000000.0,,,221121.0,94833.0,,47a2e933,False
171,3BEFOD78W70KMPR4TA8ASQPIWDE4M4,171,A3MMLCBV2W3BP9,,,25.0,4.0,10,easy,1,full,True,1562180000000.0,,,170462.0,56380.0,,e4a2eb1e,True
172,3M81GAB8A1QVS3A50IPEHDFTG6NBQZ,172,A9MJVJAMLCDMV,,,17.0,4.0,6,easy,1,full,True,1562180000000.0,,,376701.0,48129.0,,3ff2e93a,True
173,392CY0QWG2YYQ61D8VAI0XI1F4P4IJ,173,A2K08PIXXDQLU0,,,14.0,0.0,10,medium,0,pruned,False,1562180000000.0,,,238055.0,9997.0,,10d2eb59,False
174,3GU1KF0O4J8ASR9Q05APH8PJBA1BP8,174,A2ALC6VYJ87XR1,,,16.0,3.0,10,easy,1,pruned,True,1562180000000.0,,,135988.0,20965.0,,2ed2eb11,True
175,30MVJZJNHNKVINRV78R9T68HEBS9JW,175,A277KN9SYH1OLP,,,17.0,0.0,6,easy,0,pruned,False,1562180000000.0,,,239806.0,73491.0,,38e2e9be,False
176,3NL0RFNU0GUPW1R18YVUDDXE78E4KU,176,A2T1LNI80EPOQR,,,14.0,0.0,6,easy,0,full,False,1562180000000.0,,,109327.0,20171.0,,78d2eb57,False
177,3G5W44VEU8P58HKL3ZXVM2UHXDPKGZ,177,AIHHRINW9IN1I,,,58.0,0.0,6,easy,0,full,False,1562180000000.0,,,554194.0,77856.0,,8cd2e9f3,False
178,3F1567XTNXCC4AV82YBIQ7K3S6K9QN,178,A1TS0YVJI5APRU,,,37.0,0.0,10,hard,0,full,False,1562180000000.0,,,306083.0,61872.0,,a6d2eaff,False
179,3KOPY89HM9993L2FQZQZ2T5VEJPJ3W,179,A3JXAURWDF54DG,,,32.0,4.0,10,easy,1,full,True,1562180000000.0,,,147111.0,27217.0,,a3a2ec55,True
180,3X31TUMD7YTJO8C06GOTUF3QKODL15,180,A3UPZ88FI1EJC,,,2.0,0.0,10,easy,0,full,False,1562180000000.0,,,18144.0,26457.0,,f2a2ed5c,False
181,3HHRAGRYX9C9JYISNLJE12P3D52O9U,181,A2VX8PH465EMTZ,,,11.0,4.0,10,hard,1,pruned,True,1562180000000.0,,,148083.0,24942.0,,c0e2ec1e,True
182,34S6N1K2ZWQUSJXE85REM2JX1D8HLZ,182,A3EBIC3PKUSKCL,,,19.0,3.0,6,easy,1,pruned,True,1562180000000.0,,,142078.0,31782.0,,b7d2ed28,True
183,32Z9ZLUT1MR2Y40BLX76EJNRWIAOHK,183,A27353U3GOR77W,,,87.0,0.0,6,easy,0,full,False,1562180000000.0,,,548102.0,23500.0,,83a2ebd3,False
184,32KTQ2V7REMLJVXGA5419Y0YI5N9M0,184,A2EKR2ZFO10VMV,,,10.0,0.0,10,hard,0,full,False,1562180000000.0,,,64615.0,31096.0,,faa2ee32,False
185,3SNLUL3WO5UZX53Y84YD5H8NVL7LU1,185,A276TOSEU7TQ8Y,,,25.0,0.0,6,easy,0,full,False,1562180000000.0,,,150892.0,33850.0,,ddf2ee42,False
186,31T4R4OBOTN4WQXWIJC3S64GT1V7C4,186,A2KB6FKENIRVWV,,,2.0,5.0,10,hard,1,full,True,1562180000000.0,,,111208.0,59265.0,,e0e2ee92,True
187,3RUIQRXJBCVWEFG4ZQ6CEUC4IUELL7,187,A3SZ4PYEEHN8SZ,,,102.0,24.0,10,easy,0,full,True,1562180000000.0,,,596701.0,173853.0,,44c2eb5a,False
188,3PS7W85Z809PWQN0J25DVCVQCDR9T9,188,A19DZAFFZEU6GN,,,28.0,0.0,10,medium,0,full,False,1562180000000.0,,,601422.0,41822.0,,a7a2ecf3,False
189,3YT88D1N0954E58X8KQB3858T8IK3P,189,AFU00NU09CFXE,,,8.0,0.0,10,easy,0,pruned,False,1562180000000.0,,,113242.0,39665.0,,c4f2ef6f,False
190,326O153BMJ5ZAXIK5NLKIMEF0OBEDX,190,A1B78YH6IB8K3Z,,,10.0,0.0,10,easy,0,full,False,1562180000000.0,,,158926.0,25983.0,,22b2f18d,False
191,3A4NIXBJ776GKXYPZ27RE7RTIZ4LM9,191,A1F46RJTOXQM4J,,,12.0,0.0,10,hard,0,pruned,False,1562180000000.0,,,109957.0,13400.0,,1ee2f27e,False
192,3ON104KXQL3GR1LIXCEX1OR9UFZW4U,192,A20Z5CPNHQBXPY,,,42.0,0.0,10,hard,0,full,False,1562180000000.0,,,561992.0,17890.0,,f6f2f1d1,False
193,3JV9LGBJWULOY8501RPOTJBQHIXOGL,193,A22012GC5JSH0C,,,21.0,0.0,10,hard,0,pruned,False,1562180000000.0,,,125465.0,27038.0,,30f2f747,False
194,308XBLVESJBV44P5DXEEM3PYCSPBR0,194,A3V8RZYN8NBK2O,,,52.0,0.0,6,easy,0,pruned,False,1562180000000.0,,,91209.0,42866.0,,80a2f7f4,False
195,3VZLGYJEYMHBJYEXSA09X3IP4DKXZE,195,A2LPP288NK76W4,,,17.0,0.0,6,easy,0,full,False,1562180000000.0,,,79488.0,40266.0,,cda2f561,False
196,3YJ6NA41JCNGAA72OXN6FW8WJFLJPC,196,A3VE0HT1J20HNX,,,39.0,9.0,10,hard,1,full,True,1562180000000.0,,,274083.0,66260.0,,adc2f895,True
197,33FBRBDW6P68W42FSO49660B4MX8CQ,197,A3IQ9V1JSB2RJO,,,15.0,6.0,10,hard,1,pruned,True,1562180000000.0,,,107781.0,76153.0,,a5d2fa66,True
198,3K9FOBBF2IQM2FJPB3MRRMGTNQBLN8,198,A3G7QV8LQSKE38,,,7.0,0.0,10,medium,0,pruned,False,1562180000000.0,,,44612.0,27995.0,,15f2fc36,False
199,3U4J9857OFILML5Q4JG8HMYYBHM7BQ,199,A3822BB341LIB2,,,15.0,3.0,10,medium,1,pruned,True,1562180000000.0,,,88161.0,32677.0,,5ac2feee,True
200,3U4J9857OFILML5Q4JG8HMYYBH0B78,200,A1NR3COO33J99C,,,15.0,0.0,10,easy,0,full,False,1562180000000.0,,,152662.0,72125.0,,13d3015e,False
201,3A1PQ49WVIOH2CTAFV9V2NAJ39GH1A,201,A12ATVBE1I4567,,,9.0,3.0,10,medium,1,pruned,True,1562180000000.0,,,45900.0,27732.0,,d9a3047f,True
202,3IUZPWIU1PE153ALI41D85G5R2NWKK,202,A6YMUACRIQPP1,,,2.0,2.0,10,medium,0,pruned,True,1562180000000.0,,,46412.0,43655.0,,b7d3060c,False
203,3T111IHZ5FXCGBA8FD0IVXU8OTR9RV,203,AE1DWQLNREKRF,,,6.0,3.0,6,easy,1,pruned,True,1562180000000.0,,,86695.0,13033.0,,4ab308f9,True
204,3OB0CAO74IWESI4DRKG4GALTAT0YHY,204,AOWW3URQNRJ6U,,,17.0,5.0,6,easy,1,full,True,1562190000000.0,,,133465.0,28683.0,,2fd310c0,True
205,3S3AMIZX3VCKDZY69WFPSYECFEICDQ,205,A4T50ODN6SGNR,,,28.0,8.0,10,easy,1,full,True,1562190000000.0,,,232046.0,79273.0,,c8b32c21,True
206,3OUYGIZWR859846G2PD0XRT0K9J0PW,206,A1BNGJBEWJS8WE,,,43.0,0.0,10,medium,0,full,False,1562200000000.0,,,422377.0,65453.0,,d4f331ad,False
0,3OXV7EAXLFXXFQN86GWATP0QSQJ63H,0,AD86UQ62HUAJN,12.0,0.0,,,6,easy,0,full,False,,149623.0,26128.0,,,1560000000000.0,dcd55a21,False
1,3ZAK8W07I5LM09ECJBCU7XGZS0GU0B,1,A2LTOS0AZ3B28A,2.0,3.0,,,6,easy,1,pruned,True,,61494.0,44448.0,,,1560000000000.0,73b55a82,True
2,3H7XDTSHKDYW3HE2SDGYADOCKXGWGF,2,A3DUPRZSMU9W5R,13.0,3.0,,,6,easy,1,pruned,True,,80039.0,33199.0,,,1560000000000.0,2ae55a14,True
3,38JBBYETQPHMA1ZRCCKRFIK9NO3E4V,3,A1HDFIW3AHNNAT,18.0,4.0,,,6,easy,1,pruned,True,,123408.0,46575.0,,,1560000000000.0,32a55a14,True
4,3PXX5PX6LY535N3OBMSSRD0OC1MBA3,4,A2SMYTSOFEFCR3,21.0,4.0,,,6,easy,1,full,True,,175970.0,54061.0,,,1560000000000.0,f1a55a0f,True
5,3LEP4MGT3H713U60VWJUHE8UX4JBD5,5,ARVXIBUCA8WDZ,54.0,3.0,,,6,easy,1,pruned,True,,147119.0,25009.0,,,1560000000000.0,93c55a1b,True
6,30BXRYBRP54A3D9DCJYGVD0DZXTWHE,6,A171UXH8M8F6HS,12.0,3.0,,,6,easy,0,full,True,,138616.0,54462.0,,,1560000000000.0,8cc55abe,False
7,3U84XHCDIDKKLWQN8ZY40SLRBUBZ4L,7,AJMBXR9T9XOUG,34.0,3.0,,,6,easy,1,pruned,True,,96686.0,66156.0,,,1560000000000.0,73a55a39,True
8,3LOTDFNYA86QPHI7HTAGSSO0JIGWFG,8,A10VSBSNWO84SH,27.0,0.0,,,6,easy,0,pruned,False,,204599.0,33107.0,,,1560000000000.0,bea55a9c,False
9,3Z3ZLGNNSJ1QP86SLPA8ZUHHSRV3QB,9,A2RERBGRTEWXK4,44.0,4.0,,,6,easy,0,full,True,,283793.0,66787.0,,,1560000000000.0,99a55a43,False
10,3SUWZRL0MZK0PO35V0D6CG4NJF9E6G,10,AJ7ZG426Z02RJ,13.0,0.0,,,6,easy,0,full,False,,138792.0,29422.0,,,1560000000000.0,15b55c06,False
11,3EJPLAJKENNY0JU1RNRJXQ557LHZ66,11,A3TBR9GIXU42DM,106.0,4.0,,,6,easy,1,full,True,,589738.0,24764.0,,,1560000000000.0,9da55acf,True
12,3J2UYBXQQMJ1YYOBNTERRR2JPEZ60M,12,A27Y4NEIQQH00M,51.0,4.0,,,6,easy,1,full,True,,409998.0,49387.0,,,1560000000000.0,a7f55a0a,True
13,3XLBSAQ9Z5JH4J86AXWB34512W1Z75,13,A2YG946XZ2OG2R,8.0,4.0,,,6,easy,1,full,True,,87647.0,31151.0,,,1560000000000.0,99d55a2e,True
14,3OVHNO1VE78XLS9G1AZX3WFXO75DZD,14,AKZD89B2WLSX7,118.0,6.0,,,6,easy,0,full,True,,548928.0,26676.0,,,1560000000000.0,26e55a5a,False
15,33LK57MYLUC3NHSYY0UMYV1XPAFSZM,15,A3AXM0EQW3DKCY,7.0,0.0,,,6,easy,0,full,False,,73165.0,47246.0,,,1560000000000.0,fec55e36,False
16,3YWRV122CT64IYJFEFP90CMHBYT8UD,16,A3BUWQ5C39GRQC,45.0,0.0,,,6,easy,0,pruned,False,,419393.0,36779.0,,,1560000000000.0,cdd55d42,False
17,31Q0U3WYDQMK9NNY2MNJBALPPHP17J,17,A32QI30ZGCXE6B,13.0,0.0,,,6,easy,0,pruned,False,,134334.0,115936.0,,,1560000000000.0,3ec55e12,False
18,3TPZPLC3M1J5PW5DLCVJZPR7NV93PK,18,A25HIOE2S953Y4,87.0,0.0,,,6,easy,0,full,False,,596111.0,47401.0,,,1560000000000.0,3ce55b94,False
19,3JRJSWSMQIS1S5GNCYF85DS39O7E3A,19,A1990TBFR109LY,15.0,0.0,,,6,easy,0,pruned,False,,77636.0,73766.0,,,1560000000000.0,d6a55f6a,False
20,3IOEN3P9S8Q15N9TJCIR5WLTU6561P,20,A3RLDROGYUMEVZ,30.0,0.0,,,6,easy,0,pruned,False,,277014.0,34475.0,,,1560000000000.0,a9e56013,False
21,34BBWHLWHBIAZ8KXI1G1VP1SZA8WI7,21,A1FQK51ECARQNK,35.0,4.0,,,6,easy,1,full,True,,249596.0,95556.0,,,1560000000000.0,ecb55f5b,True
22,3OSWBBLG1F48GX910SBC6BZMG77DXG,22,A3MF31JQ350ABS,98.0,6.0,,,6,easy,1,full,True,,525457.0,45287.0,,,1560000000000.0,19a561a7,True
23,3Z7ISHFUH12L4XDPK2OHH41WDG7Z8S,23,A6579YP5QRY5W,8.0,3.0,,,6,easy,1,pruned,True,,138742.0,28566.0,,,1560000000000.0,43e56481,True
24,3DPNQGW4LMMIXM6C6U1T3USW6QF642,24,AZNY7CZTSQRXS,19.0,0.0,,,6,easy,0,full,False,,86457.0,150158.0,,,1560000000000.0,bbc5629f,False
25,3TU5ZICBRE8CQ5CYX654QBPS8DN8Q8,25,A2JCK494NV7TFX,62.0,2.0,,,6,easy,0,full,True,,552549.0,28784.0,,,1560000000000.0,66f5647d,False
26,3137ONMDKHC2MHSB7DMSO7HCDTCEGI,26,A2MT00XHG0PLTZ,2.0,3.0,,,6,easy,1,pruned,True,,115701.0,21326.0,,,1560000000000.0,7dc5662b,True
27,3MX2NQ3YCA1DCKU8LMTT8ZBU3Q95X0,27,A1CGRZP4NIAZD4,10.0,4.0,,,6,easy,1,full,True,,233849.0,60361.0,,,1560000000000.0,cee566b4,True
28,33SA9F9TRY1YJ3IBMIQAAA307H1WEY,28,A2Q2RUVS9ST8MT,3.0,8.0,,,6,easy,0,full,True,,90192.0,128757.0,,,1560000000000.0,d1d5684e,False
29,3GS6S824SR42D9VOFHTT0XX9L9AWNV,29,A1QT7BQZVOBSY0,2.0,0.0,,,6,easy,0,pruned,False,,119871.0,53282.0,,,1560000000000.0,6ef56a15,False
30,3K772S5NP9IGMDNMRJ4A97TDSTPHEK,30,AEASOIPE6YBHK,22.0,0.0,,,6,easy,0,full,False,,197454.0,30945.0,,,1560000000000.0,98c56b80,False
31,3HMVI3QICKZ3O7JZPVDJON5MTG11YN,31,A18WCPDCDP4IAS,8.0,0.0,,,6,easy,0,pruned,False,,62450.0,40330.0,,,1560000000000.0,8bf57040,False
32,36W0OB37HXLEX8EIN6INUHUVGZ5ZHF,32,A3FHT58VC8WMON,17.0,4.0,,,6,easy,1,full,True,,306725.0,47810.0,,,1560000000000.0,fda56e55,True
33,37QW5D2ZRHTO3LRBPAU9LB4TQ188SX,33,A2DWSKGD9RNKMJ,16.0,3.0,,,6,easy,1,pruned,True,,198079.0,29663.0,,,1560000000000.0,3dc571a5,True
34,3BGYGHDBBYRKC78OFE62K2EM67P22T,34,ADTIO3A6TM9CG,71.0,5.0,,,6,easy,1,full,True,,497347.0,32957.0,,,1560000000000.0,bae5726e,True
35,3VNL7UK1XGQYX0EDMO5558H1FOKTF9,35,A3M88KA3AW07B3,9.0,0.0,,,6,easy,0,full,False,,202489.0,32459.0,,,1560000000000.0,76a57536,False
36,3CFJTT4SXUXV9TJWAT8P392B6JF7IW,36,A228YSXU6H27QT,21.0,0.0,,,6,easy,0,full,False,,126367.0,32568.0,,,1560000000000.0,dfb576d2,False
37,3Z2R0DQ0JILC7NK48Y13M3NB3A7E2Z,37,A3MD34XEB4H6JF,12.0,3.0,,,6,easy,1,pruned,True,,191174.0,42765.0,,,1560000000000.0,e0b57941,True
38,33FOTY3KENSQL4IUT3VURWD3QSOC1V,38,A2ZGAH6NOSU2PO,86.0,4.0,,,6,easy,1,pruned,True,,479009.0,103558.0,,,1560000000000.0,cdc57c79,True
39,30JNVC0ORAR5JGDR0AZA3OIRBW4HQN,39,A2BCNRHZU9V7C4,6.0,0.0,,,6,easy,0,pruned,False,,101413.0,46172.0,,,1560000000000.0,68d5803f,False
40,378XPAWRUDKDSVHUHWK9D0417RLIAY,40,A1AZLJ3R5FQ9B7,4.0,0.0,,,6,easy,0,pruned,False,,49357.0,31796.0,,,1560000000000.0,60e580ea,False
41,3LOTDFNYA86QPHI7HTAGSSO0JJLWFN,41,A3K00L9I9L92BJ,20.0,4.0,,,6,easy,1,full,True,,272209.0,36281.0,,,1560000000000.0,bea5941a,True
42,39KFRKBFIO2OKZQ0VXBU0JIUMSGOY4,42,A2GVTP4DBFQTR8,13.0,5.0,,,6,easy,0,full,True,,433983.0,97450.0,,,1560000000000.0,c7d594f8,False
43,3SB5N7Y3O4B3VRDHZ6ND3IF8JTL0G3,43,A1BXEU20OCUGVZ,54.0,0.0,,,6,easy,0,full,False,,506676.0,43409.0,,,1560000000000.0,e3f59d3c,False
44,3PQ8K71NHYRYMDYW58SWW2GIUNCAAQ,44,A3NS31CYXLXTDA,6.0,0.0,,,10,hard,0,pruned,False,,65246.0,75146.0,,,1560000000000.0,9ed6aa41,False
45,30BUDKLTXE246K3RQH31KAQNNO95EA,45,A23BQ23YJE0VYL,8.0,0.0,,,10,easy,0,pruned,False,,69930.0,41738.0,,,1560000000000.0,b5c6aa47,False
46,36H9ULYP6314JXI8AUR132USHQJFJO,46,A20WI3VW3CBOWN,6.0,3.0,,,10,easy,1,pruned,True,,71607.0,27370.0,,,1560000000000.0,9af4b085,True
47,3R8YZBNQ9IP8QR7FN1DYCBTXXXS7Q3,47,A7KKB6J717F1V,33.0,0.0,,,10,hard,0,pruned,False,,139218.0,37349.0,,,1560000000000.0,a0d6aab7,False
48,3PXX5PX6LY535N3OBMSSRD0OC5XABL,48,A2VZIJ7AZ537QP,2.0,7.0,,,10,easy,1,pruned,True,,33678.0,51731.0,,,1560000000000.0,c7a6ab83,True
49,3NG53N1RLWQRQTBJXTQFQ6ZI3LCP8H,49,A3HHDPKL3O3O7Y,42.0,3.0,,,10,easy,0,pruned,True,,248493.0,37817.0,,,1560000000000.0,23b6aa96,False
50,3DHE4R9OCXIAR1GVETRRM68NGUXG21,50,A2R89RXGEVG05I,26.0,0.0,,,10,easy,0,pruned,False,,288480.0,54555.0,,,1560000000000.0,5aa6aa9a,False
51,37FMASSAYDYIB5MMNAK58BO7PD2IBX,51,A31CQ2BUTMPXCT,11.0,5.0,,,10,easy,1,pruned,True,,147539.0,88726.0,,,1560000000000.0,dbc6ab5f,True
52,3X0H8UUIT2VZTMNTNDAFZR7F8CMWSJ,52,AEQ6KLNVTRKKR,9.0,0.0,,,10,easy,0,pruned,True,,102403.0,15823.0,,,1560000000000.0,8ff6ab84,False
53,3I7DHKZYGO7WCY3NLSN72SBNZPO5FS,53,A3GQR89E66AQJY,24.0,0.0,,,10,easy,0,pruned,False,,251134.0,16690.0,,,1560000000000.0,53e6ac01,False
54,3OWEPKL08AJNNUUN79LH8HYSSM57NG,54,A1DEWY831Z47BK,41.0,4.0,,,10,easy,0,pruned,True,,393800.0,60888.0,,,1560000000000.0,99f6aaf6,False
55,3OE22WJIGJVAO2JB0969M37H58QUQT,55,A19R7FSNDW6WRK,7.0,0.0,,,10,hard,0,pruned,False,,308977.0,84354.0,,,1560000000000.0,d5a6aafd,False
56,30OG32W0SVI8W99XUHZNERQ9E99NEI,56,A163XFZG5BI0XU,25.0,11.0,,,10,hard,1,pruned,True,,220609.0,69414.0,,,1560000000000.0,f6e6ab7c,True
57,30LSNF239V2ONSMQ4HRU7IL3V7P2IF,57,A1E8PIR82KIJEP,1.0,0.0,,,10,hard,0,pruned,False,,53955.0,38431.0,,,1560000000000.0,25f6ad3e,False
